CONTROL_NUMBER,DONATED,CLUSTER_CODE,CARD_PROM_12,MONTHS_SINCE_FIRST_GIFT,LAST_GIFT_AMT,PCT_ATTRIBUTE1,NUMBER_PROM_12,MOR_HIT_RATE,INCOME_GROUP,RECENT_RESPONSE_COUNT,MONTHS_SINCE_ORIGIN,PUBLISHED_PHONE,LIFETIME_MAX_GIFT_AMT,RECENCY_STATUS_96NK,FILE_CARD_GIFT,MONTHS_SINCE_LAST_PROM_RESP,RECENT_RESPONSE_PROP,PCT_OWNER_OCCUPIED,FREQUENCY_STATUS_97NK
24104,0,49,6,99,20.0,0,13,4,5.0,1,101,1,20.0,A,3,21.0,0.053,85,1
111419,0,36,4,131,10.0,1,8,0,2.0,2,137,1,15.0,S,10,18.0,0.105,76,2
136313,0,46,6,55,6.0,0,14,0,3.0,6,65,0,6.0,A,6,16.0,0.316,75,4
43319,0,26,4,16,15.0,0,11,0,,1,17,0,15.0,F,0,16.0,0.2,76,1
11536,0, .,5,113,20.0,0,14,1,4.0,3,113,1,20.0,A,6,28.0,0.136,88,1
99836,1,21,4,16,15.0,4,11,0,2.0,1,17,0,15.0,F,1,16.0,0.2,89,1
165559,0,20,6,44,12.0,0,13,2,5.0,6,41,0,15.0,S,7,17.0,0.286,63,4
162055,0,06,6,40,25.0,0,12,0,,1,41,0,25.0,A,1,18.0,0.063,49,1
77458,0,35,5,41,25.0,0,12,0,5.0,2,41,0,25.0,A,2,15.0,0.105,47,1
126819,1,42,6,43,13.0,0,13,0,5.0,4,41,0,17.0,S,3,19.0,0.2,76,2
172533,0,35,2,57,20.0,1,3,0,4.0,1,65,0,20.0,A,2,26.0,0.063,83,1
16175,1,50,2,24,25.0,0,6,2,2.0,1,29,1,25.0,N,1,24.0,0.1,81,1
167938,1,08,5,126,10.0,0,12,0,2.0,2,137,0,15.0,A,10,18.0,0.1,47,1
69172,0,30,4,19,15.0,0,10,0,,1,17,0,15.0,F,0,19.0,0.25,80,1
144539,0,02,6,89,6.0,2,13,0,6.0,6,89,0,10.0,S,11,17.0,0.3,51,4
91649,0,18,4,130,17.0,1,11,9,5.0,1,137,1,17.0,A,7,18.0,0.063,99,1
174373,0,17,3,21,15.0,3,8,1,5.0,1,17,1,15.0,F,1,21.0,0.143,42,1
31773,0,39,6,20,15.0,1,13,1,5.0,2,17,0,15.0,N,1,17.0,0.333,65,2
143782,1,13,5,21,28.0,0,10,0,5.0,1,17,0,28.0,F,1,21.0,0.167,97,1
82264,0,45,4,90,20.0,0,13,0,5.0,1,101,0,20.0,A,3,18.0,0.067,79,1
54942,0,35,6,33,25.0,0,13,0,,3,29,1,25.0,A,3,23.0,0.158,81,2
81676,0,26,6,89,10.0,2,13,0,2.0,5,89,1,15.0,S,7,18.0,0.227,80,3
27711,0,40,6,53,25.0,0,14,0,,2,53,0,25.0,A,3,24.0,0.105,77,1
130042,0,22,6,105,20.0,0,13,12,2.0,2,137,1,20.0,S,11,27.0,0.095,11,1
71193,0,39,6,120,5.0,0,13,7,7.0,8,137,1,15.0,S,18,24.0,0.381,56,3
55454,0,47,4,29,15.0,0,11,0,,2,29,0,15.0,A,2,20.0,0.154,81,1
178826,1,11,6,55,15.0,0,13,0,,2,65,0,15.0,A,4,16.0,0.111,82,2
47251,1,32,3,100,5.0,0,9,0,1.0,6,101,0,5.0,A,5,16.0,0.316,61,4
44945,0,36,4,30,15.0,0,10,0,5.0,1,29,0,15.0,A,0,26.0,0.077,88,1
170677,0,10,4,17,20.0,0,10,0,,1,17,0,20.0,F,1,17.0,0.2,42,1
35159,0,14,6,44,10.0,0,13,0,7.0,4,41,1,10.0,A,2,18.0,0.211,92,4
14925,0,41,6,105,15.0,0,13,11,1.0,3,113,1,18.0,A,4,24.0,0.143,79,2
65740,1,16,6,56,11.0,0,13,0,2.0,5,65,0,12.0,S,7,19.0,0.227,97,3
119821,0,43,4,21,15.0,0,10,0,,2,17,0,15.0,N,2,15.0,0.333,85,2
37528,1,08,6,64,10.0,0,12,0,,3,65,0,10.0,A,3,22.0,0.2,31,3
119902,1,53,4,41,10.0,0,6,14,2.0,5,41,1,10.0,S,3,24.0,0.278,81,3
45175,0,07,5,53,15.0,0,11,0,,2,53,0,15.0,A,1,15.0,0.095,0,1
121286,0,19,2,126,14.0,0,5,10,2.0,2,137,1,14.0,A,6,24.0,0.143,79,1
87176,0,36,4,17,18.0,0,11,0,,1,17,0,18.0,F,1,17.0,0.2,71,1
108905,1,24,6,75,20.0,4,13,0,,6,77,0,20.0,A,8,18.0,0.273,74,3
11943,1,13,6,43,16.0,13,27,1,1.0,5,41,1,16.0,S,6,16.0,0.238,41,2
93832,0,07,6,126,20.0,0,15,35,2.0,2,137,1,20.0,A,13,17.0,0.105,48,1
182093,0,18,6,125,11.0,1,13,0,,2,125,0,17.0,S,11,19.0,0.095,79,2
147133,0,02,6,56,20.0,0,13,0,5.0,2,65,0,30.0,A,3,20.0,0.111,85,2
171129,0,12,3,105,8.0,0,7,0,6.0,6,113,0,10.0,S,18,21.0,0.3,90,3
178970,0,13,6,126,15.0,0,11,19,7.0,2,137,1,15.0,A,12,21.0,0.105,68,1
104176,0,24,4,125,10.0,0,9,7,1.0,3,137,0,15.0,A,16,17.0,0.2,67,1
170937,0,46,5,65,9.0,0,9,0,,6,65,0,9.0,A,5,18.0,0.333,83,4
107537,0,45,6,57,25.0,0,13,4,3.0,1,65,0,25.0,A,2,18.0,0.053,70,1
1298,0,38,11,89,20.0,0,30,0,4.0,7,89,0,30.0,A,9,21.0,0.35,47,4
16593,0,24,6,52,20.0,0,13,5,6.0,1,53,1,20.0,A,2,17.0,0.056,96,1
1556,1,25,2,49,15.0,0,10,0,1.0,1,41,0,15.0,E,1,15.0,0.067,92,1
105857,0,31,6,39,29.0,0,12,0,2.0,6,41,0,37.0,A,5,25.0,0.316,44,2
66296,0,21,5,77,1.0,0,13,0,4.0,7,77,0,5.0,S,8,19.0,0.5,75,4
89738,0,04,6,75,5.0,0,13,0,4.0,3,77,0,15.0,S,7,15.0,0.136,25,3
59596,0,37,6,81,10.0,0,13,0,,5,89,0,12.0,A,8,17.0,0.238,60,3
137601,1,28,5,105,3.0,0,10,2,3.0,7,113,0,5.0,A,14,17.0,0.35,67,4
137540,1,24,6,28,9.0,0,13,0,6.0,5,29,0,11.0,A,3,15.0,0.417,78,4
94239,1,04,5,28,10.0,0,12,0,3.0,4,29,0,10.0,A,2,15.0,0.333,20,3
20421,0,35,6,104,25.0,0,15,12,5.0,0,101,1,25.0,A,6,,0.0,84,1
171615,0,20,6,66,15.0,0,12,0,,3,77,0,15.0,A,2,18.0,0.158,58,2
162762,0,20,4,68,15.0,0,10,2,4.0,2,77,0,15.0,A,3,18.0,0.133,80,1
176680,1,24,4,92,6.0,0,7,5,5.0,3,101,0,10.0,S,7,21.0,0.273,41,3
74962,0,44,6,20,10.0,0,13,1,5.0,3,17,1,10.0,N,2,17.0,0.429,75,3
145895,1,11,6,29,12.0,0,13,0,,3,29,0,12.0,A,2,19.0,0.214,50,3
189826,0,48,6,56,15.0,0,14,0,5.0,6,65,0,20.0,S,7,18.0,0.286,77,3
66762,1, .,7,131,5.0,0,19,0,2.0,4,137,0,15.0,S,8,15.0,0.19,68,4
89176,0,13,6,93,30.0,0,13,1,7.0,1,101,1,30.0,A,4,17.0,0.059,91,1
60605,0,14,6,43,20.0,2,14,0,6.0,3,41,1,25.0,A,3,16.0,0.136,97,2
182331,0,25,6,40,25.0,2,14,0,,4,41,1,25.0,A,3,19.0,0.19,11,2
174356,0,25,5,81,16.0,0,14,0,,4,89,0,20.0,S,6,16.0,0.25,63,2
153097,0,01,6,102,18.0,0,13,0,,3,113,0,18.0,A,4,18.0,0.136,28,1
73078,0,44,4,41,15.0,0,9,0,5.0,1,41,0,15.0,A,1,26.0,0.056,82,1
65136,1,35,6,29,75.0,0,13,6,7.0,2,29,1,75.0,A,2,23.0,0.143,95,1
19510,1,24,4,105,15.0,0,10,23,7.0,2,113,1,15.0,A,2,16.0,0.2,70,2
65461,0,16,6,126,9.0,0,14,0,,6,137,1,12.0,A,12,16.0,0.3,73,4
150684,1, .,6,101,32.0,0,14,0,,3,113,0,32.0,A,6,18.0,0.167,68,3
129185,0,18,6,52,15.0,3,13,0,4.0,4,53,0,15.0,S,6,22.0,0.182,74,2
180617,1,25,6,124,10.0,0,13,0,,5,137,0,20.0,S,16,15.0,0.25,46,3
163304,0,01,5,17,23.0,0,11,0,2.0,1,17,0,23.0,F,1,17.0,0.2,8,1
54511,0,47,6,69,25.0,0,15,6,4.0,1,77,1,25.0,A,3,29.0,0.048,67,1
9912,0,23,6,76,0.0,0,35,0,,0,77,0,25.0,A,4,,0.0,94,2
155027,0,25,6,53,15.0,1,12,1,1.0,1,65,1,16.0,A,3,21.0,0.048,17,2
127034,0,25,6,79,15.0,3,15,0,,2,89,1,20.0,A,4,31.0,0.1,91,1
42686,1,28,4,21,20.0,0,11,1,4.0,1,17,0,20.0,F,1,21.0,0.143,86,1
3463,0,42,7,113,5.0,0,27,1,3.0,3,113,0,10.0,A,6,16.0,0.188,90,3
139033,0,37,3,17,20.0,0,9,0,5.0,1,17,0,20.0,F,1,17.0,0.2,73,1
100710,0,16,4,97,13.0,0,11,23,3.0,2,101,1,13.0,A,8,21.0,0.111,94,1
93597,0,04,5,18,25.0,0,11,0,,1,17,0,25.0,F,0,18.0,0.2,17,1
187961,0,44,2,78,5.0,0,7,0,,6,89,1,5.0,E,10,18.0,0.857,71,4
7811,0,08,6,128,25.0,0,22,0,,4,137,0,50.0,A,12,23.0,0.19,48,1
24132,0,50,5,23,10.0,0,11,0,,3,29,0,10.0,N,1,15.0,0.429,64,3
109028,0,41,6,39,15.0,0,12,0,3.0,4,41,0,15.0,A,0,16.0,0.2,83,2
51701,0,39,4,76,20.0,0,11,0,3.0,2,77,1,20.0,A,5,19.0,0.167,68,1
26611,0,36,4,17,15.0,0,10,0,,1,17,0,15.0,F,1,17.0,0.25,58,1
98689,0,28,6,128,10.0,0,13,0,,4,137,0,10.0,S,16,18.0,0.19,89,2
7582,0, .,9,159,15.0,0,37,0,,5,137,0,26.0,S,13,15.0,0.227,80,3
130959,0,24,5,17,30.0,0,12,9,3.0,1,17,1,30.0,F,1,17.0,0.2,61,1
90419,0,14,5,125,10.0,0,11,1,3.0,3,137,1,15.0,A,22,25.0,0.143,99,1
141891,0,39,5,122,10.0,1,12,0,,2,125,0,10.0,A,15,20.0,0.118,71,1
87071,1,36,6,126,15.0,0,11,15,4.0,3,137,1,15.0,A,8,25.0,0.143,75,1
2311,1, .,11,62,7.0,0,26,0,,7,65,0,10.0,A,6,15.0,0.333,95,4
68716,0,18,5,56,15.0,0,10,0,,1,65,0,16.0,A,2,27.0,0.053,91,1
47853,0,25,4,33,20.0,0,10,0,,2,29,0,20.0,A,2,24.0,0.222,64,1
122810,0,24,6,64,15.0,0,13,1,6.0,2,65,1,21.0,A,2,18.0,0.111,90,1
89981,0,46,4,114,20.0,0,10,0,,1,137,1,20.0,A,3,25.0,0.077,56,1
82270,0,17,6,76,20.0,1,14,0,,4,77,0,20.0,A,4,20.0,0.182,50,1
129485,0,12,4,63,15.0,0,11,2,4.0,2,65,1,15.0,A,2,16.0,0.143,93,1
26587,0, .,5,16,20.0,0,11,0,,1,17,0,20.0,F,0,16.0,0.2,79,1
100265,0,12,6,35,12.0,0,11,0,3.0,5,41,0,12.0,S,3,19.0,0.25,91,4
184011,1,23,6,104,50.0,0,13,12,7.0,2,113,1,50.0,A,3,17.0,0.105,48,1
153708,1,07,4,16,15.0,0,11,0,,1,17,0,15.0,F,1,16.0,0.2,84,1
90071,0,12,6,121,10.0,0,14,2,4.0,2,137,1,14.0,A,4,16.0,0.1,97,2
14547,1,12,6,52,20.0,0,17,4,7.0,3,29,1,20.0,N,2,16.0,0.273,85,3
75613,0,39,5,56,15.0,0,11,0,3.0,2,65,1,15.0,L,2,15.0,0.105,76,1
13503,0,38,4,19,18.0,0,25,0,,1,17,0,18.0,F,0,16.0,0.2,48,1
180435,0,12,4,16,15.0,0,11,0,,1,17,0,15.0,F,1,16.0,0.2,88,1
167614,1,10,6,80,10.0,0,12,0,,4,89,0,10.0,S,7,24.0,0.182,25,2
105294,0,53,6,33,4.0,0,13,0,2.0,5,29,1,10.0,S,4,21.0,0.333,80,4
123380,0,40,6,104,25.0,0,13,0,5.0,2,113,0,25.0,A,7,30.0,0.091,40,1
57548,0,43,5,76,100.0,1,14,5,2.0,1,77,1,100.0,A,1,15.0,0.056,86,1
1322,1,05,11,73,14.0,0,25,2,3.0,4,77,0,15.0,A,5,24.0,0.19,72,2
174380,0,12,6,35,20.0,2,12,0,6.0,4,41,0,20.0,A,2,18.0,0.235,79,2
66957,0,32,6,104,10.0,0,14,2,2.0,3,113,1,38.0,S,9,25.0,0.136,39,3
136629,1,34,3,24,20.0,0,7,0,5.0,1,29,0,20.0,N,1,24.0,0.1,75,1
62384,0,12,6,40,15.0,0,12,2,5.0,2,41,1,15.0,A,1,18.0,0.105,94,1
182114,0,12,3,52,38.0,1,10,0,,1,53,1,38.0,E,0,15.0,0.071,80,1
119982,0,31,5,96,15.0,0,10,0,2.0,2,101,0,16.0,A,5,26.0,0.091,25,2
16329,1,39,5,97,5.0,0,12,1,3.0,5,101,1,7.0,S,6,15.0,0.263,85,3
159482,0,49,5,64,15.0,0,12,0,5.0,3,65,0,25.0,L,3,15.0,0.143,74,2
172432,1,27,6,126,25.0,2,13,0,5.0,1,137,0,25.0,A,9,20.0,0.053,47,1
177908,0,38,4,92,15.0,0,9,19,4.0,1,101,1,15.0,A,4,26.0,0.053,52,1
56897,0,14,4,113,5.0,0,10,2,7.0,3,113,1,10.0,A,6,15.0,0.15,97,2
97774,1,36,6,53,28.0,1,12,0,5.0,5,53,0,31.0,A,4,18.0,0.227,76,4
120989,0,25,6,40,25.0,0,12,0,7.0,1,41,1,25.0,A,1,24.0,0.048,11,1
135060,1,02,4,41,20.0,0,9,0,7.0,1,41,0,20.0,A,1,17.0,0.1,83,1
24414,0,22,6,45,20.0,0,14,15,4.0,3,41,0,20.0,A,4,16.0,0.143,14,2
36590,1,12,6,29,11.0,0,14,3,4.0,3,29,1,11.0,A,3,16.0,0.214,96,3
152010,1,13,6,122,5.0,0,13,2,5.0,6,137,1,5.0,A,8,16.0,0.316,83,4
26878,0,43,6,43,5.0,0,14,0,,13,41,1,5.0,S,8,16.0,0.684,84,4
117017,0,32,4,17,20.0,0,11,0,5.0,1,17,0,20.0,F,1,17.0,0.2,69,1
18654,0,43,6,24,25.0,0,13,0,,2,29,0,25.0,N,1,18.0,0.182,81,2
147464,1,13,4,17,20.0,0,10,9,5.0,1,17,0,20.0,F,1,17.0,0.2,86,1
174491,0,18,6,53,6.0,0,12,6,3.0,5,53,1,10.0,A,2,18.0,0.25,91,3
45057,0,09,5,123,10.0,3,11,0,2.0,4,137,1,10.0,A,12,25.0,0.211,0,1
174677,0,46,6,102,10.0,0,13,0,,3,137,0,10.0,S,9,17.0,0.188,77,3
58538,1,43,6,93,15.0,0,13,0,3.0,2,101,1,17.0,A,7,18.0,0.095,77,1
122407,0,38,6,40,8.0,0,12,0,5.0,5,41,1,10.0,A,4,17.0,0.238,25,3
182495,0,36,5,129,7.0,0,11,0,2.0,5,137,0,8.0,S,15,23.0,0.278,61,3
75462,0,45,4,53,15.0,0,9,0,5.0,1,53,0,15.0,A,1,26.0,0.067,66,1
122795,0,40,6,44,20.0,0,12,13,4.0,2,41,1,20.0,A,0,19.0,0.118,63,1
163300,0,02,6,120,10.0,0,13,2,7.0,7,137,1,10.0,S,16,15.0,0.318,70,4
99697,0,17,5,16,20.0,1,11,8,4.0,1,17,1,20.0,F,1,16.0,0.2,45,1
80260,0,53,6,79,17.0,0,13,0,3.0,3,89,1,17.0,A,3,17.0,0.176,90,1
63114,0,44,6,128,15.0,0,15,1,6.0,2,137,1,16.0,A,13,16.0,0.1,91,1
123146,0,12,5,81,10.0,0,12,0,7.0,1,89,0,20.0,A,4,15.0,0.056,86,1
88222,0,13,6,86,25.0,0,14,1,4.0,3,89,1,25.0,A,5,18.0,0.136,94,2
120519,0,42,6,113,25.0,0,13,11,4.0,1,113,1,25.0,A,4,30.0,0.045,83,1
49633,0,50,6,89,10.0,0,13,0,,6,89,0,16.0,S,15,15.0,0.273,75,3
138173,1,11,6,51,12.0,0,13,0,3.0,5,53,0,12.0,S,4,15.0,0.227,77,2
74118,0,51,6,40,25.0,1,13,9,1.0,4,41,1,29.0,S,3,20.0,0.182,71,2
54733,0,47,6,76,20.0,0,13,0,3.0,1,77,0,20.0,A,5,21.0,0.05,71,1
156715,0,06,6,20,15.0,0,14,0,,2,17,0,15.0,N,2,16.0,0.25,85,2
123984,0,43,6,41,9.0,0,12,0,,5,41,0,11.0,A,2,18.0,0.238,88,3
92455,0,24,6,126,15.0,0,11,1,6.0,4,137,1,15.0,A,12,24.0,0.2,95,1
93834,0,02,5,16,20.0,0,12,6,4.0,1,17,1,20.0,F,0,16.0,0.2,89,1
86494,0,46,6,40,20.0,0,12,0,4.0,2,41,0,20.0,A,2,18.0,0.105,74,1
140169,1,36,5,66,15.0,0,11,0,4.0,1,77,0,15.0,A,4,21.0,0.063,65,1
40470,0,35,4,120,11.0,0,9,9,6.0,3,137,0,12.0,A,6,26.0,0.167,96,1
28141,0,15,6,40,25.0,0,15,0,1.0,1,41,0,25.0,A,2,18.0,0.067,43,1
133884,1,40,6,129,20.0,0,13,0,2.0,3,137,0,20.0,S,18,18.0,0.15,76,2
18196,1,36,5,127,13.0,0,12,0,1.0,6,137,0,22.0,S,17,15.0,0.273,61,4
12209,0, .,6,56,15.0,0,16,0,2.0,1,65,0,16.0,S,2,21.0,0.053,65,2
24671,0,40,6,126,25.0,0,16,2,3.0,1,137,1,25.0,A,5,18.0,0.053,94,1
38286,0,18,6,23,15.0,0,12,0,5.0,2,29,0,15.0,N,2,19.0,0.182,93,2
44499,0,48,6,88,12.0,0,14,0,5.0,5,89,0,16.0,S,7,18.0,0.238,84,3
2154,1,46,11,112,12.0,0,25,1,2.0,5,137,1,40.0,A,13,17.0,0.294,89,1
161856,1,24,4,112,15.0,5,10,0,5.0,1,113,0,15.0,A,2,16.0,0.091,65,1
99372,0,49,6,41,15.0,0,13,0,3.0,2,41,0,15.0,A,3,16.0,0.105,87,1
89274,0,18,5,17,6.0,0,12,0,5.0,1,17,0,25.0,N,1,17.0,0.2,91,2
99322,0,35,6,24,20.0,1,14,5,6.0,3,29,1,30.0,N,1,18.0,0.273,87,3
52398,1,43,6,97,13.0,0,13,2,6.0,6,101,1,20.0,A,11,22.0,0.273,84,2
184352,0,27,6,26,25.0,0,14,0,5.0,3,29,0,25.0,N,1,16.0,0.231,84,3
58374,1,38,9,102,10.0,0,19,19,2.0,4,113,1,15.0,A,6,15.0,0.19,52,2
182926,0,28,5,28,15.0,0,8,4,5.0,2,29,1,15.0,A,1,19.0,0.154,53,2
126447,0,30,5,114,15.0,2,11,4,2.0,2,125,1,15.0,A,1,26.0,0.125,68,1
188316,1,21,8,88,25.0,8,23,5,2.0,2,89,0,25.0,A,4,19.0,0.095,87,1
96998,0,22,4,29,20.0,2,7,2,7.0,3,29,0,20.0,A,3,17.0,0.25,68,2
4981,0, .,7,126,30.0,0,37,0,,1,137,0,30.0,A,5,17.0,0.05,92,1
157422,0,04,5,35,15.0,0,11,0,,2,41,0,15.0,A,1,19.0,0.125,36,2
189312,0, .,2,16,10.0,0,5,0,,1,17,0,20.0,E,1,16.0,0.5,68,1
122202,0,24,6,52,25.0,0,13,0,7.0,1,53,1,25.0,A,1,18.0,0.056,90,1
146655,0,13,6,32,20.0,0,12,0,,3,29,0,20.0,A,2,16.0,0.231,86,2
117959,0,43,6,84,20.0,0,11,0,,1,101,0,20.0,A,1,25.0,0.053,81,1
82409,0,36,6,44,9.0,0,12,10,4.0,9,41,1,11.0,A,7,21.0,0.409,85,3
6917,0,13,4,128,45.0,0,9,0,,3,137,0,45.0,S,10,17.0,0.176,92,2
98921,0,36,6,52,20.0,0,12,4,2.0,1,53,1,20.0,A,3,18.0,0.053,70,1
89716,0,12,6,124,15.0,0,13,0,6.0,3,125,1,15.0,S,5,17.0,0.136,80,2
104900,0,12,6,32,5.0,1,12,0,5.0,6,29,0,5.0,S,2,15.0,0.375,25,4
61750,1,40,6,120,10.0,1,14,0,,5,137,0,12.0,S,15,16.0,0.238,88,3
124379,1, .,6,62,4.0,0,11,0,5.0,6,65,0,7.0,A,4,19.0,0.3,67,4
131146,0,35,5,56,25.0,0,10,5,5.0,1,65,0,25.0,A,3,26.0,0.048,81,1
177340,0,41,6,87,15.0,10,14,2,2.0,3,89,1,15.0,A,9,16.0,0.136,29,1
81224,0,36,6,45,6.0,2,13,0,,4,41,0,22.0,A,4,15.0,0.222,74,2
13574,0,40,6,125,5.0,0,35,0,1.0,3,137,0,14.0,A,6,21.0,0.176,87,2
160827,0,27,6,21,10.0,0,12,0,,2,17,0,10.0,N,1,20.0,0.25,71,3
185907,0,35,7,128,15.0,1,21,0,4.0,4,137,0,20.0,S,14,18.0,0.211,87,3
156794,0,08,4,32,20.0,0,9,0,,2,29,1,20.0,A,1,24.0,0.133,63,1
118748,0,22,2,68,15.0,0,8,2,6.0,1,77,0,15.0,E,2,15.0,0.063,52,1
140742,0,43,4,92,17.0,0,11,0,1.0,1,101,1,17.0,A,6,18.0,0.083,75,1
172848,0,49,6,104,25.0,1,13,0,5.0,2,113,0,25.0,A,2,18.0,0.095,69,1
89358,1,27,6,43,20.0,0,12,0,4.0,2,41,1,20.0,A,2,18.0,0.105,79,1
139981,0,39,5,17,20.0,1,11,0,,1,17,0,20.0,F,1,17.0,0.2,84,1
110951,0,50,6,52,6.0,0,13,0,,4,53,0,13.0,S,7,20.0,0.182,69,3
82866,0,12,4,24,25.0,0,10,0,6.0,1,29,1,25.0,N,1,24.0,0.1,71,1
96795,0,49,6,41,5.0,0,12,0,2.0,4,41,0,10.0,A,2,17.0,0.211,75,3
45605,0,29,6,65,10.0,0,12,7,1.0,1,65,1,10.0,S,8,23.0,0.063,94,2
81289,0,30,6,84,12.0,0,13,3,2.0,3,89,1,13.0,S,6,18.0,0.15,75,2
146802,0,19,6,53,10.0,0,12,0,,4,53,0,20.0,A,3,20.0,0.19,76,2
39520,0,16,5,102,10.0,0,14,0,3.0,2,113,0,15.0,A,10,19.0,0.105,76,1
27967,0,44,6,101,15.0,0,12,14,5.0,1,101,1,15.0,A,10,21.0,0.053,83,1
70262,0,21,5,114,20.0,3,12,3,4.0,3,125,1,20.0,A,4,16.0,0.143,70,1
188103,0, .,2,107,0.0,0,9,0,,4,125,0,15.0,E,14,15.0,0.5,74,4
162511,0,17,4,130,10.0,2,11,4,5.0,2,137,0,13.0,A,10,18.0,0.111,26,1
81108,0,25,6,110,5.0,0,13,1,2.0,8,113,1,7.0,S,13,19.0,0.4,55,4
86965,0,30,6,127,25.0,0,14,20,3.0,4,137,1,25.0,S,11,17.0,0.2,57,3
187532,1,35,2,33,15.0,1,7,0,,4,29,0,15.0,E,5,18.0,0.571,90,4
83613,0,05,6,17,13.0,0,12,2,2.0,2,17,1,20.0,N,1,16.0,0.4,21,2
48675,1,24,6,42,10.0,0,12,4,1.0,4,41,1,10.0,A,3,18.0,0.211,84,3
21720,0,37,4,44,15.0,4,8,0,5.0,2,41,0,15.0,A,1,25.0,0.167,97,1
115312,0,36,6,53,15.0,0,11,2,6.0,3,53,1,20.0,A,4,24.0,0.15,70,1
183013,1,16,6,29,8.0,0,13,16,4.0,4,29,1,20.0,A,2,15.0,0.308,72,3
29427,0,43,5,80,12.0,0,12,0,2.0,2,89,1,12.0,A,5,19.0,0.105,77,1
6932,1,11,8,105,10.0,1,35,7,6.0,6,101,1,15.0,S,11,15.0,0.286,71,4
152621,1,24,4,104,10.0,3,8,26,4.0,2,101,1,10.0,S,9,16.0,0.105,75,2
50546,0,44,6,57,20.0,0,13,0,2.0,2,65,1,20.0,A,5,21.0,0.095,84,1
25601,0,08,4,29,15.0,0,10,5,3.0,2,29,1,15.0,A,1,18.0,0.154,58,1
52036,0,39,6,41,10.0,0,13,1,4.0,6,41,1,10.0,A,4,15.0,0.286,84,4
177861,0,42,6,113,11.0,0,15,0,7.0,4,113,1,25.0,A,3,16.0,0.182,65,3
79694,0,20,4,103,16.0,1,11,0,,1,113,0,16.0,A,8,17.0,0.059,54,1
133479,0,40,6,28,16.0,18,13,8,4.0,3,29,1,16.0,A,3,16.0,0.214,79,3
5070,1,30,5,130,10.0,1,25,3,2.0,4,137,1,20.0,A,13,17.0,0.19,94,1
39695,0,17,6,80,25.0,0,15,0,,2,89,0,25.0,A,6,27.0,0.091,91,1
127348,0,13,6,27,25.0,16,14,2,4.0,3,29,1,25.0,A,3,18.0,0.214,85,2
178540,1,36,4,126,15.0,0,8,20,1.0,2,137,1,15.0,A,6,20.0,0.133,55,1
82610,1,18,3,57,4.0,0,7,0,,7,65,0,6.0,S,10,16.0,0.7,81,4
66663,0,12,6,53,15.0,0,14,22,5.0,4,53,1,17.0,A,4,23.0,0.2,99,4
55845,0,25,6,45,11.0,5,12,0,1.0,5,41,0,13.0,S,5,19.0,0.294,42,3
111346,0,50,4,35,21.0,0,9,0,,2,41,0,21.0,A,1,25.0,0.125,71,1
174517,0,49,6,35,11.0,0,14,0,2.0,4,41,0,100.0,A,1,15.0,0.222,82,3
8440,0,27,6,118,10.0,1,14,2,2.0,2,125,1,11.0,S,10,18.0,0.125,56,2
14927,0,45,5,93,12.0,0,16,0,,2,101,0,12.0,A,7,18.0,0.111,73,1
40276,0,26,6,88,5.0,0,15,20,4.0,9,89,1,6.0,A,10,17.0,0.409,68,4
92145,0,16,6,129,12.0,0,13,8,5.0,5,137,1,12.0,S,20,17.0,0.238,89,3
19872,0,27,6,56,12.0,17,14,0,3.0,5,65,1,12.0,S,10,16.0,0.263,65,2
61211,0,17,6,30,25.0,0,13,0,2.0,3,29,1,25.0,A,2,18.0,0.214,24,2
173702,1,12,6,40,10.0,5,12,0,7.0,4,41,1,10.0,A,3,21.0,0.222,65,3
121193,0,10,6,90,15.0,0,13,0,,3,101,1,15.0,A,4,17.0,0.15,56,2
188734,1,39,2,65,5.0,87,5,0,1.0,5,65,1,10.0,E,12,17.0,0.625,0,4
160873,0,24,4,19,20.0,1,10,0,1.0,1,17,0,20.0,F,1,19.0,0.25,92,1
180246,0,18,6,40,50.0,0,13,6,1.0,2,41,1,50.0,A,2,17.0,0.091,83,1
2081,1, .,9,106,8.0,0,25,2,3.0,11,113,1,12.0,A,23,12.0,0.579,77,1
22994,0,11,5,56,17.0,2,12,0,,2,65,0,20.0,A,3,16.0,0.095,73,1
97026,1,24,6,74,22.0,0,13,1,7.0,8,77,1,22.0,S,10,18.0,0.381,67,3
83128,0,49,6,28,14.0,1,13,0,2.0,3,29,1,14.0,A,3,21.0,0.25,93,3
187447,0,31,2,27,15.0,0,6,0,,2,29,1,15.0,E,1,15.0,0.4,62,1
15429,0,23,5,52,15.0,1,11,1,5.0,2,53,1,15.0,A,1,19.0,0.105,47,1
151203,1, .,6,122,14.0,0,12,6,1.0,5,137,1,14.0,S,10,23.0,0.25,70,2
70939,0,49,4,125,20.0,0,10,0,5.0,6,125,1,20.0,S,9,19.0,0.353,90,4
137187,0,29,6,41,10.0,0,13,22,5.0,6,41,1,16.0,A,2,19.0,0.286,96,4
145521,1,02,6,127,17.0,3,13,0,,4,137,0,20.0,S,19,19.0,0.182,77,2
54433,0,46,4,91,15.0,0,9,3,5.0,1,89,1,15.0,A,3,25.0,0.059,91,1
30117,1,39,4,33,16.0,1,9,4,5.0,1,41,1,16.0,A,1,24.0,0.063,87,1
