CONTROL_NUMBER,DONATED,CLUSTER_CODE,MONTHS_SINCE_LAST_PROM_RESP,FILE_AVG_GIFT,LIFETIME_GIFT_AMOUNT,IN_HOUSE,SES,PUBLISHED_PHONE,OVERLAY_SOURCE,RECENCY_STATUS_96NK,RECENT_RESPONSE_COUNT,MEDIAN_HOUSEHOLD_INCOME,LAST_GIFT_AMT,MONTHS_SINCE_ORIGIN,DONOR_AGE,PCT_OWNER_OCCUPIED,WEALTH_RATING,MONTHS_SINCE_LAST_GIFT,DONOR_GENDER
149227,0,34,24.0,13.2,66.0,0,1,0,N,A,4,0,20.0,29,,0,,24,F
138051,0,26,17.0,20.0,20.0,0,2,1,P,F,1,195,20.0,17,51.0,56,,17,F
138151,0,27,18.0,24.6,123.0,0,2,0,P,A,2,304,50.0,89,44.0,89,5.0,18,F
25743,0,27,16.0,15.0,15.0,0,2,1,P,F,1,372,15.0,17,53.0,61,,16,F
122944,0,39,15.0,25.0,50.0,0,2,0,N,A,1,314,25.0,41,,65,,15,F
51633,0,11,15.0,13.36,187.0,0,1,1,B,S,2,301,28.0,89,74.0,61,6.0,15,M
138552,1,19,19.0,10.31,134.0,0,2,1,B,A,2,289,14.0,101,76.0,86,6.0,19,M
95800,1,21,21.0,10.2,51.0,0,3,0,P,A,3,147,16.0,41,87.0,48,2.0,21,M
145403,1,17,18.0,5.13,241.0,0,2,1,B,S,10,294,5.0,137,37.0,26,2.0,18,F
68222,0,10,15.0,30.0,120.0,0,4,0,P,L,2,316,40.0,65,52.0,81,4.0,15,M
68601,0,13,15.0,5.8,87.0,0,1,1,M,S,4,920,6.0,137,79.0,98,9.0,15,F
156034,1,40,24.0,20.0,20.0,0,2,0,B,N,1,394,20.0,29,37.0,88,,24,M
81277,1,42,27.0,15.0,30.0,0,1,0,M,A,2,233,20.0,29,53.0,78,,27,F
164356,0,05,24.0,15.0,15.0,0,2,1,B,N,1,429,15.0,29,79.0,73,,24,M
141179,0,08,23.0,13.6,136.0,0,3,0,B,A,3,321,20.0,65,25.0,76,5.0,23,U
25601,0,08,18.0,12.5,25.0,0,3,1,B,A,2,210,15.0,29,75.0,58,,18,M
16102,1,40,19.0,15.0,15.0,0,2,0,P,F,1,337,15.0,29,41.0,84,,19,F
161507,0,12,18.0,10.2,51.0,0,1,0,P,A,2,454,15.0,77,31.0,76,7.0,18,F
56485,0,07,17.0,20.0,20.0,0,2,1,B,F,1,235,20.0,17,26.0,43,,17,F
100610,0,13,24.0,10.25,41.0,0,1,0,N,A,2,701,15.0,41,49.0,98,9.0,24,U
73002,0,40,18.0,21.0,42.0,0,2,0,P,A,2,366,22.0,29,54.0,63,,18,F
78953,0,14,17.0,25.0,25.0,0,1,1,B,F,1,669,25.0,17,68.0,94,,17,M
170243,0,46,21.0,19.91,338.5,0,2,0,N,S,3,203,20.0,113,77.0,62,0.0,21,M
121168,0,02,20.0,20.0,20.0,0,1,1,B,F,1,489,20.0,17,35.0,80,,20,M
50666,0,43,26.0,14.0,28.0,0,2,1,B,A,1,269,25.0,41,50.0,84,,26,F
99736,1,36,26.0,5.57,117.0,0,2,1,B,A,1,330,17.0,101,46.0,81,,26,F
64305,0,49,16.0,20.0,20.0,0,2,0,P,F,1,285,20.0,17,49.0,85,,16,M
34957,1,23,15.0,20.0,220.0,0,1,0,B,A,7,336,15.0,65,73.0,60,8.0,15,F
168884,0,31,17.0,7.5,30.0,0,3,1,B,A,4,186,10.0,29,58.0,29,,17,F
125097,0,10,22.0,20.0,80.0,0,4,1,B,A,3,184,25.0,29,57.0,56,,22,F
166949,0,21,24.0,20.0,20.0,0,3,0,N,N,1,562,20.0,29,,82,,24,F
107947,0,04,21.0,8.94,161.0,0,2,1,M,A,2,328,10.0,137,46.0,45,4.0,21,F
22942,1,27,19.0,8.5,34.0,0,2,1,B,A,4,324,11.0,29,68.0,75,,19,F
12348,0,23,23.0,57.86,405.0,1,1,0,B,A,2,371,100.0,77,69.0,48,9.0,6,M
62745,0,45,23.0,15.0,15.0,0,2,0,N,N,1,223,15.0,29,,70,,23,U
77896,0,21,16.0,9.09,100.0,0,3,1,M,A,5,368,10.0,77,52.0,81,6.0,16,F
74188,0, .,25.0,8.08,105.0,0,?,1,B,S,4,415,10.0,137,40.0,81,6.0,25,F
155257,0,48,16.0,7.08,85.0,0,2,0,N,S,3,125,9.0,113,,87,,16,F
118367,1,45,15.0,10.0,30.0,0,2,0,N,E,2,214,15.0,41,60.0,77,,15,U
81272,0,25,16.0,8.57,120.0,0,2,1,P,A,3,295,15.0,137,75.0,81,0.0,16,F
7048,1,11,17.0,9.94,169.0,1,1,0,N,S,3,549,15.0,137,64.0,54,8.0,7,M
114472,0,30,18.0,6.96,90.5,0,3,0,B,A,2,154,17.0,125,56.0,57,1.0,18,F
124186,0,41,16.0,15.0,15.0,0,3,1,P,F,1,175,15.0,17,,59,,16,M
136310,0,46,16.0,4.55,50.0,0,2,1,N,A,9,217,6.0,41,,75,,16,M
40012,0,23,19.0,15.09,166.0,0,1,1,B,A,1,393,20.0,113,85.0,81,8.0,19,M
58753,0,51,18.0,5.14,36.0,0,3,0,P,A,5,205,6.0,29,69.0,85,,18,M
29946,0,51,24.0,10.79,151.0,0,3,0,N,A,3,225,14.0,101,,80,4.0,24,F
152468,0,13,23.0,17.5,175.0,0,1,0,B,A,2,676,12.0,113,73.0,84,9.0,23,F
175228,0,46,24.0,23.38,374.0,0,2,1,M,A,3,300,25.0,125,64.0,77,5.0,24,U
74523,1,30,16.0,8.08,97.0,0,3,0,N,A,3,228,10.0,113,,70,0.0,16,F
122814,0,24,15.0,14.47,275.0,0,1,0,B,E,1,547,10.0,101,65.0,90,9.0,15,U
150692,0,12,20.0,20.0,20.0,0,1,0,P,F,1,593,20.0,17,51.0,92,,20,F
98335,1,27,21.0,13.09,144.0,0,2,0,P,A,2,310,21.0,113,57.0,86,3.0,21,F
65524,0,36,16.0,12.33,74.0,0,2,1,B,A,2,268,20.0,89,59.0,65,3.0,16,F
110368,0,36,23.0,8.0,32.0,0,2,0,B,A,2,166,10.0,29,45.0,73,,18,M
59596,0,37,17.0,8.7,87.0,0,2,0,N,A,5,257,10.0,89,74.0,60,,17,F
23957,1,39,17.0,7.18,79.0,0,2,1,B,S,4,246,10.0,101,60.0,65,3.0,17,F
106502,0,44,15.0,19.27,212.0,0,2,0,B,L,2,379,30.0,137,85.0,76,5.0,15,M
107537,0,45,18.0,13.0,65.0,0,2,0,M,A,1,218,25.0,65,,70,2.0,18,M
165839,0,18,16.0,20.0,20.0,0,2,0,N,F,1,118,20.0,17,,10,,16,F
79622,1,36,21.0,9.91,228.0,0,2,1,B,N,2,463,5.0,113,81.0,62,2.0,19,F
532,0,42,24.0,15.71,110.0,0,1,0,N,N,1,525,20.0,29,,92,,24,U
180745,0,46,18.0,11.6,58.0,0,2,0,N,A,2,263,17.0,77,,79,,18,F
65440,0,20,23.0,8.18,90.0,0,2,0,P,A,2,407,15.0,101,64.0,72,7.0,23,M
31463,0,50,15.0,28.75,115.0,0,3,1,N,A,3,207,35.0,29,,70,,15,F
24713,0,35,17.0,15.0,15.0,0,1,1,B,F,1,293,15.0,17,45.0,91,,17,F
97705,0,24,23.0,8.67,156.0,0,1,0,M,A,3,513,10.0,89,7.0,90,8.0,23,F
161741,0,35,18.0,7.75,31.0,0,1,1,B,A,4,355,10.0,29,87.0,56,,18,M
85039,0,46,15.0,2.01,70.5,0,2,1,N,S,7,243,1.0,137,,59,5.0,15,F
93714,0,05,15.0,12.86,90.0,0,2,0,P,A,6,393,15.0,29,27.0,74,,15,F
1258,0,06,18.0,9.0,99.0,0,2,1,B,A,1,473,21.0,125,63.0,90,8.0,18,M
137846,0,18,26.0,11.86,83.0,0,2,1,B,A,3,518,20.0,53,73.0,90,3.0,26,F
13108,0,14,16.0,12.08,145.0,1,1,0,N,A,1,840,15.0,113,59.0,91,9.0,6,M
162208,1,13,18.0,9.85,128.0,0,1,0,M,S,3,782,12.0,113,77.0,92,9.0,18,M
68701,0,14,18.0,15.13,227.0,0,1,1,N,A,3,566,15.0,125,41.0,96,9.0,18,M
91635,0,12,24.0,25.0,75.0,0,1,0,P,A,2,381,25.0,41,,43,,24,F
135887,0,18,20.0,15.0,60.0,0,2,0,N,A,2,372,20.0,41,47.0,85,,20,M
71312,1,44,18.0,3.08,77.0,0,2,1,B,S,8,350,3.0,137,59.0,90,4.0,18,F
172908,0,36,17.0,12.13,97.0,0,2,0,N,A,1,199,17.0,101,67.0,86,1.0,17,F
131606,0,26,15.0,7.47,112.0,0,2,1,P,A,6,224,9.0,101,47.0,43,,15,M
19071,1,40,17.0,5.0,175.0,0,2,1,B,S,10,363,5.0,137,56.0,78,7.0,17,F
110774,0,43,25.0,10.31,134.0,0,2,0,N,A,2,445,10.0,137,,86,3.0,25,M
66841,1,35,22.0,8.47,160.85,0,1,1,M,S,5,212,10.0,125,50.0,74,9.0,22,F
164330,0,17,17.0,12.82,218.0,0,2,0,N,S,6,285,16.0,77,,73,4.0,17,M
40212,0,30,20.0,20.0,20.0,0,3,0,P,F,1,152,20.0,17,51.0,39,,20,M
87074,1,53,21.0,10.64,266.0,0,3,1,B,S,4,172,17.0,137,19.0,71,2.0,21,F
8438,1,24,20.0,9.27,139.0,1,1,1,B,A,2,521,12.0,101,49.0,92,9.0,20,M
120756,0,30,18.0,10.8,54.0,0,3,1,B,A,3,160,15.0,41,68.0,72,1.0,18,F
95991,0,49,17.0,2.93,79.0,0,2,1,M,S,10,322,3.0,89,,79,3.0,17,F
82307,0,37,24.0,15.0,60.0,0,2,0,N,A,2,170,20.0,53,,51,5.0,24,U
125533,0,13,20.0,25.0,25.0,0,1,0,N,F,1,419,25.0,17,,95,,20,U
99524,0,18,17.0,4.06,73.0,0,2,0,N,S,5,509,5.0,113,44.0,84,,17,U
43001,1,28,15.0,15.0,15.0,0,2,0,N,E,1,267,15.0,17,,62,,15,F
4425,0,51,16.0,11.5,138.0,1,3,1,B,A,2,155,15.0,137,73.0,74,2.0,6,F
134008,0,27,24.0,11.0,66.0,0,2,1,B,A,1,315,15.0,137,57.0,71,6.0,24,F
18640,0,34,19.0,11.25,45.0,0,1,1,P,A,3,426,15.0,29,49.0,79,,19,F
53384,0,12,18.0,12.57,88.0,0,1,1,B,A,4,324,20.0,41,78.0,92,,18,U
123940,0,51,15.0,6.67,20.0,0,3,0,P,F,2,219,5.0,17,47.0,88,,15,M
100736,0,08,15.0,15.0,30.0,0,3,1,B,A,2,327,20.0,29,33.0,88,,15,F
22568,0,50,17.0,6.22,112.0,0,3,1,N,S,4,181,3.0,101,,88,,15,U
64870,0,18,23.0,13.75,55.0,0,2,0,M,A,3,400,15.0,29,64.0,74,,23,M
5405,0,11,18.0,8.0,104.0,1,1,1,B,S,4,306,10.0,113,7.0,55,4.0,18,M
45327,0,16,21.0,15.0,15.0,0,2,1,N,F,1,341,15.0,17,,88,,21,M
133955,0,35,16.0,35.0,35.0,0,1,0,B,F,1,427,35.0,17,71.0,85,,16,F
187678,1,18,21.0,5.22,47.0,0,2,1,N,E,4,266,7.0,41,,50,,21,F
15066,1,51,19.0,8.96,215.0,0,3,0,P,S,4,260,11.0,113,51.0,83,5.0,19,F
48671,0,30,18.0,15.0,30.0,0,3,1,B,N,2,193,20.0,29,70.0,60,,18,M
167548,0,07,15.0,21.0,105.0,0,2,1,B,L,2,367,25.0,65,65.0,41,6.0,15,F
65513,0,20,23.0,7.22,65.0,0,2,1,M,A,2,611,15.0,137,80.0,63,6.0,23,F
176825,1, .,15.0,5.02,226.0,0,?,0,N,S,6,389,15.0,125,80.0,82,2.0,15,M
99813,1,51,15.0,11.0,44.0,0,3,0,B,A,4,223,17.0,29,50.0,64,,15,M
126921,0,39,18.0,9.0,27.0,0,2,1,B,A,1,359,15.0,53,25.0,56,,18,F
88017,0,35,21.0,13.33,80.0,0,1,1,B,A,3,435,20.0,101,71.0,92,,21,M
790,1,46,18.0,8.36,92.0,0,2,0,P,A,1,286,15.0,77,71.0,78,4.0,18,M
164816,0,05,15.0,15.0,15.0,0,2,0,N,F,1,761,15.0,17,36.0,90,,15,F
50128,0,34,17.0,18.25,219.0,0,1,1,B,A,2,403,10.0,137,80.0,78,8.0,17,M
1789,0,33,17.0,9.0,225.0,0,3,1,B,S,10,157,10.0,65,79.0,51,8.0,17,M
82252,0,35,19.0,8.54,111.0,0,1,1,B,A,2,535,14.0,137,66.0,95,8.0,19,M
28565,1,31,19.0,5.17,31.0,0,3,1,M,A,5,304,6.0,29,,20,,19,F
120209,0,41,19.0,11.0,66.0,0,3,0,P,A,4,0,20.0,29,55.0,0,,18,M
65746,1,16,23.0,10.0,60.0,0,2,1,B,A,1,395,15.0,113,32.0,97,6.0,23,M
140304,0,43,18.0,11.75,47.0,0,2,1,B,A,3,223,15.0,41,40.0,84,,18,M
159319,1,13,21.0,10.67,64.0,0,1,1,B,A,1,856,16.0,137,52.0,78,9.0,21,M
188804,0,13,15.0,13.36,187.0,1,1,1,P,L,3,591,25.0,101,78.0,89,9.0,5,M
149078,0,24,17.0,12.62,265.0,0,1,1,B,A,3,799,10.0,137,44.0,96,9.0,17,M
126520,0,52,18.0,6.47,110.0,0,3,0,N,S,4,94,10.0,137,87.0,70,2.0,18,U
131488,0,15,17.0,15.0,15.0,0,1,1,B,F,1,291,15.0,17,57.0,26,,17,F
128633,0,30,20.0,8.24,206.0,0,3,0,P,A,1,311,16.0,137,46.0,79,5.0,20,F
154544,1,36,17.0,7.94,238.07,0,2,0,N,A,3,194,17.0,137,44.0,57,2.0,17,F
72321,1,49,16.0,8.33,50.0,0,2,0,N,A,4,310,6.0,41,,85,,16,M
54850,0, .,18.0,13.0,39.0,0,?,0,N,A,2,143,25.0,29,,80,,18,M
51423,0,40,21.0,20.0,20.0,0,2,1,B,N,1,226,20.0,17,37.0,81,,21,F
175155,1,48,15.0,10.0,40.0,0,2,0,P,L,2,211,15.0,41,49.0,77,,15,F
11064,1,20,17.0,10.32,196.0,1,2,1,B,S,6,366,10.0,65,81.0,67,6.0,17,F
116251,1,14,17.0,6.41,141.0,0,1,1,B,S,7,789,6.0,77,47.0,94,2.0,16,F
124292,0,24,19.0,9.9,99.0,0,1,1,B,A,4,401,11.0,89,69.0,78,7.0,19,F
131954,0,46,19.0,16.29,114.0,0,2,0,N,A,1,77,25.0,125,,15,,19,U
119576,1,12,15.0,9.2,46.0,0,1,0,B,A,5,505,9.0,29,38.0,80,,15,M
47280,0,32,17.0,7.4,111.0,0,3,1,M,S,3,143,10.0,137,73.0,75,1.0,17,F
94644,0,10,15.0,16.25,130.0,0,4,0,P,A,2,251,25.0,137,58.0,45,0.0,15,F
129174,1, .,17.0,9.17,55.0,0,?,0,M,A,5,309,15.0,29,,77,,17,U
47724,0,39,16.0,10.49,41.97,0,2,0,M,A,3,377,11.97,41,73.0,83,4.0,16,F
54781,0,43,18.0,10.33,62.0,0,2,0,P,A,2,221,15.0,89,,83,5.0,18,M
188981,0,50,24.0,16.5,66.0,0,3,0,P,A,2,186,1.0,41,70.0,83,0.0,4,M
81058,1,48,17.0,8.33,50.0,0,2,1,P,A,3,217,12.0,41,57.0,82,2.0,17,M
70532,0,35,15.0,5.88,100.0,0,1,1,B,E,1,770,10.0,137,49.0,86,9.0,15,M
136151,0,41,18.0,15.24,320.0,0,3,1,B,S,3,286,10.0,137,73.0,53,1.0,18,F
60828,0,17,21.0,9.18,156.0,0,2,1,B,A,4,351,11.0,101,,28,7.0,21,M
9045,0,17,15.0,22.64,317.0,0,2,1,M,S,2,334,42.0,137,56.0,44,4.0,15,F
48232,1,15,15.0,8.16,155.0,0,1,1,M,S,5,323,20.0,101,,41,9.0,15,F
52012,0,51,18.0,8.33,75.0,0,3,0,P,A,1,224,15.0,137,81.0,81,2.0,18,M
27798,1,40,17.0,11.21,157.0,0,2,1,B,A,2,419,16.0,113,54.0,94,6.0,17,F
159506,1,48,17.0,5.13,77.0,0,2,0,N,S,7,415,5.0,113,,88,,17,M
60122,0,21,15.0,4.62,97.0,0,3,0,N,S,7,295,3.0,137,,82,5.0,15,U
141228,0,18,18.0,20.44,184.0,0,2,0,N,A,3,205,50.0,77,43.0,85,6.0,18,F
67140,0,20,,24.63,197.0,0,2,1,B,A,0,429,25.0,77,57.0,60,8.0,18,M
172390,0,25,21.0,4.33,39.0,0,2,0,P,A,4,173,15.0,65,63.0,33,,21,F
142032,0,44,17.0,10.0,20.0,0,2,0,P,A,2,345,15.0,29,61.0,62,,17,M
20083,0,51,21.0,6.17,37.0,0,3,0,N,A,4,159,11.0,29,,81,,21,M
18732,0,23,17.0,4.23,55.0,0,1,1,B,S,4,297,7.0,137,48.0,60,7.0,17,M
29749,0,50,21.0,15.0,30.0,0,3,0,P,A,1,153,20.0,41,45.0,65,,21,F
85582,0,36,18.0,10.33,31.0,0,2,1,M,A,2,183,16.0,41,36.0,54,,18,F
166115,0,42,18.0,11.3,113.0,0,1,0,P,A,3,328,20.0,41,71.0,53,4.0,18,M
111346,0,50,25.0,18.0,36.0,0,3,0,N,A,2,156,21.0,41,,71,,25,F
87121,1,28,17.0,20.0,20.0,0,2,0,P,F,1,160,20.0,17,71.0,42,,17,F
177238,1,40,19.0,9.55,191.0,0,2,0,N,S,4,309,15.0,137,65.0,78,7.0,19,F
133347,0,45,26.0,12.13,97.0,0,2,0,P,A,2,193,20.0,65,,73,,26,M
162321,0,13,16.0,6.17,74.0,0,1,0,N,S,4,1500,20.0,89,69.0,94,9.0,16,M
77441,1,39,17.0,7.67,23.0,0,2,1,B,N,2,316,11.0,29,40.0,43,,17,F
25690,0,15,28.0,32.06,1058.0,0,1,1,B,A,3,356,10.0,137,74.0,31,6.0,26,M
80900,0,36,18.0,11.8,59.0,0,2,1,B,A,1,194,27.0,89,75.0,60,0.0,18,F
104606,1,16,17.0,8.27,124.0,0,2,1,B,S,6,378,10.0,65,67.0,92,7.0,17,F
166184,0,10,18.0,13.5,54.0,0,4,0,B,A,1,248,18.0,89,54.0,64,2.0,18,M
77458,0,35,15.0,18.33,55.0,0,1,0,P,A,2,258,25.0,41,39.0,47,,15,M
167039,1,13,20.0,5.0,50.0,0,1,0,N,A,7,497,3.0,41,,84,,18,U
20054,0,39,24.0,12.0,36.0,0,2,0,P,A,2,332,20.0,41,35.0,82,6.0,24,M
67198,0,17,18.0,15.0,30.0,0,2,1,B,N,2,490,20.0,29,64.0,78,,18,M
160880,0,27,16.0,6.0,30.0,0,2,1,P,A,4,416,7.0,29,57.0,87,,16,F
173665,0,15,18.0,8.29,58.0,0,1,1,P,A,2,407,15.0,125,87.0,53,3.0,18,M
153781,0,24,18.0,16.67,50.0,0,1,0,N,A,2,811,25.0,29,,92,,13,F
190782,0,24,24.0,15.0,15.0,1,1,1,B,N,1,375,15.0,29,69.0,82,,24,M
135017,0,33,15.0,26.71,187.0,0,3,0,P,A,3,137,25.0,77,87.0,80,3.0,15,F
140001,0,24,18.0,10.0,70.0,0,1,1,B,A,6,363,20.0,41,56.0,71,8.0,18,U
98796,0,36,15.0,6.69,87.0,0,2,0,B,S,5,833,10.0,89,,97,4.0,15,F
163757,1,13,18.0,11.25,45.0,0,1,0,P,A,3,646,30.0,29,43.0,74,,18,F
11455,0,35,19.0,10.0,30.0,1,1,1,B,A,2,495,15.0,29,65.0,94,,19,M
133928,0,49,15.0,10.0,20.0,0,2,0,N,N,2,240,15.0,17,82.0,80,,15,F
66797,1,14,15.0,23.0,115.0,0,1,0,P,A,5,562,25.0,29,,91,,15,M
174735,0,49,20.0,11.0,44.0,0,2,1,P,A,1,351,15.0,65,38.0,86,6.0,20,M
1357,1,17,15.0,10.67,224.0,0,2,0,B,S,10,328,18.0,137,40.0,36,5.0,15,F
23727,0,34,18.0,9.63,77.0,0,1,1,B,S,3,572,12.0,53,51.0,81,5.0,18,M
186675,0,13,18.0,16.25,65.0,1,1,0,P,F,2,536,20.0,29,77.0,95,,6,M
41221,0,10,17.0,8.38,67.0,0,4,1,B,A,1,210,15.0,113,76.0,73,1.0,17,M
118276,0,45,22.0,9.0,81.0,0,2,1,B,A,2,211,15.0,77,81.0,88,,22,F
157111,0,23,16.0,20.0,60.0,0,1,1,P,F,2,276,20.0,41,,86,,16,F
52446,0,36,23.0,14.75,59.0,0,2,1,B,A,3,588,20.0,41,59.0,92,,23,F
149499,0,13,21.0,12.64,139.0,0,1,0,N,S,6,1130,20.0,77,,97,9.0,21,F
91467,1,39,18.0,6.59,112.0,0,2,1,B,S,5,407,8.0,77,56.0,56,5.0,18,F
38144,0,08,18.0,8.4,84.0,0,3,1,M,A,3,394,13.0,113,75.0,87,3.0,18,F
123386,1,49,18.0,17.4,87.0,0,2,0,P,A,2,213,22.0,89,55.0,81,,18,M
122701,0,43,17.0,9.89,89.0,0,2,0,B,A,3,328,14.0,77,67.0,50,2.0,17,M
172128,0,08,15.0,6.83,123.0,0,3,1,P,A,4,336,11.0,137,57.0,64,3.0,15,F
134371,0,02,25.0,10.29,144.0,0,1,0,B,A,3,316,13.0,77,55.0,79,6.0,25,F
67422,1,08,15.0,25.0,50.0,0,3,1,B,L,2,358,35.0,29,76.0,94,,15,F
170563,1,08,22.0,7.5,45.0,0,3,0,B,A,6,289,8.0,41,65.0,42,,22,F
66013,0,35,18.0,13.75,55.0,0,1,1,B,A,2,516,20.0,41,64.0,91,,18,M
93651,0,05,15.0,7.33,22.0,0,2,0,M,N,2,359,10.0,29,78.0,92,,15,F
83891,0,17,16.0,13.0,65.0,0,2,0,B,A,4,546,18.0,65,84.0,79,6.0,16,M
164969,1,12,17.0,5.68,108.0,0,1,0,P,S,7,505,7.0,77,37.0,78,7.0,17,F
3484,0,49,25.0,10.22,235.0,1,2,1,B,A,2,238,10.0,137,72.0,82,5.0,15,F
19364,0,27,18.0,16.55,115.84,0,2,0,P,A,3,264,20.84,41,70.0,61,4.0,18,F
19899,0,35,19.0,25.0,25.0,0,1,1,B,F,1,395,25.0,17,51.0,89,,19,F
131751,0,24,21.0,6.5,39.0,0,1,0,N,A,5,610,10.0,41,79.0,94,,21,F
3160,0,11,18.0,14.0,98.0,1,1,0,B,A,3,451,25.0,65,87.0,66,7.0,16,F
46153,1,36,18.0,10.0,60.0,0,2,1,B,A,1,224,15.0,113,35.0,83,3.0,18,F
129453,1,34,19.0,5.44,49.0,0,1,0,P,S,8,460,5.0,29,69.0,75,,19,F
47626,0,49,17.0,7.73,85.0,0,2,0,N,N,4,293,12.0,89,,79,,6,U
20421,0,35,,13.08,157.0,0,1,1,B,A,0,540,25.0,101,73.0,84,9.0,18,F
178320,0,15,18.0,12.67,38.0,0,1,0,N,A,1,374,16.0,53,71.0,44,7.0,18,M
109203,0,36,15.0,25.0,25.0,0,2,0,P,F,1,145,25.0,17,67.0,69,,15,F
139116,0,28,16.0,13.38,174.0,0,2,1,P,A,3,298,17.0,125,65.0,69,5.0,16,F
9055,0,27,18.0,11.64,256.0,1,2,0,P,A,2,356,15.0,137,77.0,72,4.0,18,F
39632,0,35,20.0,7.22,130.0,0,1,1,B,S,6,579,10.0,89,58.0,81,9.0,20,F
2384,0,39,12.0,10.25,82.0,0,2,1,P,A,5,327,15.0,89,47.0,81,,12,M
142814,0,08,20.0,19.62,255.0,0,3,1,B,S,6,260,20.0,77,87.0,41,1.0,20,F
67699,0,01,26.0,9.13,73.0,0,1,0,P,A,4,264,15.0,41,29.0,28,,26,F
183110,0,18,25.0,17.36,191.0,0,2,1,N,A,4,346,27.0,113,58.0,62,7.0,25,M
73671,0,16,16.0,9.0,99.0,0,2,1,M,S,3,266,20.0,113,74.0,96,4.0,16,M
89439,0,12,16.0,16.0,48.0,0,1,1,B,A,3,511,20.0,29,,92,,16,F
32952,0,40,20.0,11.0,308.0,0,2,1,P,A,4,174,15.0,137,87.0,65,7.0,20,F
137510,0,29,19.0,7.09,78.0,0,2,1,B,S,4,351,10.0,77,76.0,97,6.0,18,F
180591,0,34,18.0,12.5,25.0,0,1,0,N,N,2,291,15.0,29,,70,,18,F
182880,0,30,23.0,6.17,37.0,0,3,1,B,A,5,257,10.0,29,39.0,51,,23,F
55079,0,41,19.0,12.0,84.0,0,3,0,P,A,1,93,20.0,137,52.0,74,0.0,19,F
67294,0,33,24.0,20.0,40.0,0,3,1,M,A,2,157,20.0,29,59.0,94,,24,F
640,0,31,26.0,3.75,180.0,0,3,0,N,A,2,105,11.0,137,70.0,11,0.0,26,F
151502,0,14,24.0,20.0,40.0,0,1,1,B,A,2,555,20.0,29,,86,,24,M
146331,0,08,19.0,7.11,128.0,0,3,1,N,S,4,308,10.0,125,,32,3.0,19,F
190019,0,12,15.0,10.0,20.0,0,1,0,N,E,2,406,15.0,17,,78,,15,F
167505,0,35,19.0,7.08,92.0,0,1,0,B,A,2,231,18.0,113,44.0,1,9.0,19,F
159079,0,12,16.0,25.0,25.0,0,1,0,P,F,1,499,25.0,17,37.0,84,,16,F
148544,1,14,18.0,13.6,136.0,0,1,0,M,S,4,811,15.0,101,58.0,92,9.0,18,F
77049,0,28,24.0,25.0,50.0,0,2,1,B,A,2,301,25.0,29,62.0,91,,24,F
188382,0,27,19.0,13.38,107.0,1,2,0,B,A,3,231,27.0,101,81.0,51,3.0,6,M
4755,0,34,23.0,18.82,527.0,1,1,0,B,A,2,335,25.0,137,82.0,75,7.0,23,F
120274,0,39,24.0,20.0,20.0,0,2,1,B,N,1,254,20.0,29,62.0,45,,24,F
106455,0,39,17.0,16.67,150.0,0,2,1,B,S,3,308,25.0,77,77.0,60,5.0,17,M
94577,0,07,24.0,25.0,25.0,0,2,0,B,N,1,593,25.0,29,,97,,24,F
121139,0,13,25.0,13.67,82.0,0,1,1,B,A,1,1358,25.0,89,39.0,96,9.0,25,F
110467,0,38,18.0,8.3,166.0,0,2,0,P,A,1,233,11.0,137,7.0,50,5.0,18,M
15061,0,40,26.0,7.33,154.0,0,2,1,P,A,2,314,10.0,137,,80,8.0,26,F
182920,0,31,21.0,20.0,20.0,0,3,1,B,N,1,239,20.0,17,75.0,37,,21,M
78078,0,41,20.0,20.0,20.0,0,3,0,N,F,1,243,20.0,17,46.0,83,,20,M
68563,1,13,21.0,22.5,45.0,0,1,1,B,N,2,956,25.0,29,61.0,97,,21,F
29450,0,51,18.0,13.73,151.0,0,3,0,P,A,4,252,10.0,77,,79,3.0,18,F
164400,0,24,16.0,23.0,23.0,0,1,1,B,F,1,478,23.0,17,65.0,77,,16,F
181972,1,05,16.0,12.0,216.0,0,2,0,B,S,6,357,10.0,77,45.0,73,5.0,16,F
30457,0,49,20.0,25.0,25.0,0,2,1,B,F,1,311,25.0,17,34.0,85,,20,M
47027,0,43,20.0,15.0,30.0,0,2,0,P,A,1,254,20.0,41,51.0,61,,20,F
99298,1,16,24.0,16.5,132.0,0,2,1,B,S,3,314,25.0,53,57.0,71,7.0,24,M
87324,1,31,15.0,5.65,113.0,0,3,0,N,A,5,132,5.0,101,,55,,15,F
70863,1,45,18.0,6.57,92.0,0,2,1,B,A,1,269,16.0,137,79.0,88,3.0,18,M
161559,0,30,22.0,25.0,25.0,0,3,0,P,N,1,219,25.0,29,39.0,55,,22,F
154760,0,10,26.0,9.0,27.0,0,4,0,N,A,1,293,17.0,41,,65,,26,U
177402,0,44,16.0,8.33,150.0,0,2,1,P,S,5,235,15.0,89,65.0,83,2.0,16,M
190727,1, .,26.0,6.93,104.0,1,?,0,B,A,3,236,11.0,101,80.0,78,0.0,26,F
156366,0,13,17.0,16.0,32.0,0,1,0,P,A,2,1013,17.0,29,63.0,97,,17,F
93139,0,01,19.0,10.67,32.0,0,1,1,B,A,2,550,20.0,41,29.0,94,,19,F
158737,0,24,25.0,21.0,105.0,0,1,0,P,A,2,620,25.0,41,70.0,77,,18,M
