CONTROL_NUMBER,DONATED,CLUSTER_CODE,PCT_ATTRIBUTE1,PCT_ATTRIBUTE2,FREQUENCY_STATUS_97NK,INCOME_GROUP,RECENT_CARD_RESPONSE_PROP,LIFETIME_CARD_PROM,DONOR_AGE,URBANICITY,LAST_GIFT_AMT,LIFETIME_PROM,MEDIAN_HOUSEHOLD_INCOME,PCT_OWNER_OCCUPIED,MEDIAN_HOME_VALUE,HOME_OWNER,PCT_ATTRIBUTE4,MONTHS_SINCE_LAST_PROM_RESP,RECENT_RESPONSE_COUNT
75206,0,30,0,43,1,1.0,0.2,33,82.0,C,20.0,78,203,73,363,H,24,19.0,3
109848,1,18,0,27,1,4.0,0.0,25,50.0,S,17.0,62,296,80,500,H,13,26.0,1
190382,0,48,0,60,2,5.0,0.1,19,40.0,R,20.0,43,211,88,1067,U,65,18.0,3
83933,0,21,0,27,2,3.0,0.0,21,76.0,S,30.0,54,275,79,626,H,41,18.0,2
70509,0,35,0,27,1,7.0,0.0,21,38.0,T,22.0,55,662,83,1350,H,35,27.0,1
174602,1,34,0,33,2,,0.333,21,80.0,T,12.0,55,290,60,908,U,51,19.0,3
136049,1,23,1,60,3,,0.091,34,78.0,C,30.0,78,335,85,913,U,77,19.0,4
148829,0,06,0,26,2,6.0,0.182,20,38.0,U,17.0,52,480,81,1797,H,24,18.0,4
70939,0,49,0,27,4,5.0,0.333,21,81.0,R,20.0,53,341,90,566,H,21,19.0,6
7879,1,27,0,27,1,4.0,0.1,28,67.0,C,30.0,93,284,72,1072,H,53,26.0,2
169924,0,37,0,46,1,7.0,0.0,17,63.0,T,45.0,47,169,65,657,H,45,19.0,1
70863,1,45,0,40,1,7.0,0.0,27,79.0,R,16.0,64,269,88,494,H,39,18.0,1
127997,0,44,0,17,1,3.0,0.143,18,27.0,R,15.0,52,263,63,508,U,48,16.0,1
139663,1,11,4,24,3,5.0,0.3,19,,S,13.0,50,360,57,1008,H,16,16.0,5
126515,0,42,1,33,2,5.0,0.125,23,80.0,R,10.0,50,353,72,516,H,21,19.0,4
125576,0,15,0,29,2,5.0,0.222,21,63.0,S,17.0,54,252,46,1206,H,28,18.0,3
133640,1,27,0,40,4,5.0,0.545,22,65.0,C,5.0,45,359,70,793,H,36,17.0,8
100353,0,23,0,28,2,,0.444,31,87.0,C,30.0,72,351,81,527,U,38,17.0,4
111142,1,36,0,47,2,3.0,0.111,32,72.0,T,11.0,78,222,85,505,H,27,17.0,2
104545,0,45,2,28,1,2.0,0.0,14,71.0,R,15.0,35,230,76,303,U,46,27.0,2
75638,0,22,0,21,1,7.0,0.111,23,39.0,C,15.0,60,384,58,961,H,67,25.0,2
15416,1,25,0,25,1,5.0,0.25,6,47.0,C,20.0,16,428,94,859,H,42,24.0,1
170341,0,30,0,36,1,7.0,0.0,30,45.0,C,30.0,72,318,71,960,H,27,25.0,2
174491,0,18,0,46,3,3.0,0.111,16,70.0,S,6.0,39,453,91,1073,U,25,18.0,5
161625,0,05,0,41,1,2.0,0.1,35,57.0,U,30.0,69,367,89,820,H,68,19.0,2
17921,1,28,1,41,4,7.0,0.333,15,69.0,C,9.0,34,347,71,732,H,58,16.0,5
122626,0,44,0,28,4,,0.636,17,,R,9.0,41,286,74,571,U,7,20.0,10
83037,0,18,0,44,1,6.0,0.167,9,53.0,S,15.0,23,392,98,693,H,10,19.0,2
91964,0,17,0,23,1,3.0,0.0,27,44.0,S,10.0,69,355,45,986,U,29,30.0,1
20910,0,39,42,30,2,4.0,0.286,26,51.0,T,10.0,68,265,48,631,H,11,15.0,2
105754,0,11,2,34,2,,0.0,14,,S,15.0,33,448,79,1161,U,33,17.0,4
32103,0,49,0,39,4,,0.4,15,,R,20.0,39,292,91,670,U,18,16.0,7
1477,0, .,0,0,3,5.0,0.111,24,,?,14.0,66,418,75,1287,U,0,17.0,3
51202,0,42,1,35,1,5.0,0.286,11,51.0,R,15.0,30,390,90,737,U,23,24.0,2
24646,0,40,0,32,1,5.0,0.0,6,49.0,T,20.0,14,327,76,662,H,25,16.0,1
44567,0,29,0,65,3,2.0,0.111,14,,C,10.0,35,233,92,780,H,74,21.0,3
10036,1,12,0,30,1,1.0,0.0,13,72.0,S,25.0,60,413,86,1489,H,17,,0
186684,0,04,0,14,1,,0.0,28,,U,10.0,79,274,10,2017,U,39,19.0,1
110706,0,43,0,34,1,1.0,0.0,6,54.0,R,25.0,13,182,84,346,H,54,16.0,1
147175,1,10,0,0,3,,0.4,8,,U,8.0,25,495,86,2074,U,0,15.0,2
121641,1,22,0,30,1,6.0,0.5,5,46.0,C,15.0,13,368,64,863,U,20,17.0,1
3018,1, .,0,0,1,,0.2,17,,?,19.0,56,260,52,1429,U,0,24.0,2
142700,0,10,0,4,2,2.0,0.125,11,,U,10.0,27,310,62,1330,U,64,25.0,3
74767,0,41,0,46,1,,0.273,26,37.0,T,15.0,57,244,88,460,U,44,16.0,3
119460,0,16,5,45,2,4.0,0.0,11,41.0,S,5.0,28,425,78,553,H,26,18.0,2
24521,0,40,0,35,2,5.0,0.222,27,43.0,T,10.0,65,348,69,671,H,53,20.0,4
162511,0,17,2,21,1,5.0,0.0,27,55.0,S,10.0,68,324,26,2346,H,14,18.0,2
170827,1,20,1,30,2,5.0,0.2,23,77.0,S,6.0,58,356,45,1257,H,8,20.0,3
86787,0,41,0,36,2,4.0,0.182,32,,T,90.0,82,200,71,285,H,49,18.0,4
22749,0,35,21,33,2,4.0,0.111,24,49.0,T,11.0,59,512,93,997,H,13,26.0,3
80587,0, .,0,0,1,2.0,0.0,26,,?,20.0,65,188,28,638,H,0,27.0,1
74276,0,49,0,35,2,1.0,0.2,9,77.0,R,20.0,22,232,92,583,H,33,17.0,2
169489,1,40,0,46,3,2.0,0.4,9,57.0,T,10.0,20,370,77,1281,U,30,18.0,3
156961,0,12,0,32,3,6.0,0.222,15,80.0,S,40.0,38,572,82,2312,H,11,18.0,5
103194,0,48,0,59,1,4.0,0.25,6,77.0,R,17.0,15,198,88,727,H,51,24.0,1
113245,0,23,0,51,1,,0.25,6,,C,20.0,16,160,66,259,U,54,24.0,1
29166,0,46,0,38,3,2.0,0.25,18,,R,10.0,51,249,78,826,U,29,19.0,4
186675,0,13,0,44,1,6.0,0.167,14,77.0,S,20.0,33,536,95,1511,H,48,18.0,2
157425,1, .,0,0,1,,0.0,17,52.0,?,25.0,38,0,0,0,U,0,17.0,3
22924,1,32,0,24,1,4.0,0.143,28,76.0,C,10.0,72,261,75,536,H,29,15.0,2
92579,0,42,0,31,1,7.0,0.1,19,56.0,R,25.0,45,403,84,936,H,30,24.0,2
129325,0,12,4,28,3,4.0,0.333,16,48.0,S,10.0,37,488,95,919,U,2,18.0,5
159013,0,13,2,41,2,,0.286,27,67.0,S,10.0,66,645,68,5736,U,46,18.0,3
141330,0,12,1,37,3,,0.4,9,,S,10.0,21,542,94,1379,U,39,17.0,3
96461,0,30,0,27,3,1.0,0.333,10,67.0,C,12.0,24,196,62,322,U,26,19.0,4
39931,0,23,0,46,2,5.0,0.4,9,57.0,C,25.0,21,647,92,4063,H,74,17.0,2
111061,0,41,0,33,1,,0.25,17,,T,25.0,47,115,47,321,U,38,21.0,2
15810,0,36,0,28,1,5.0,0.4,8,57.0,T,15.0,22,274,65,624,H,18,16.0,2
37676,0,09,0,10,4,6.0,0.4,16,37.0,U,5.0,37,189,25,924,U,30,16.0,6
70814,0,45,0,38,1,4.0,0.0,15,72.0,R,21.0,35,188,92,535,U,23,18.0,2
23417,0,51,0,29,1,5.0,0.0,17,70.0,R,50.0,43,300,87,365,H,40,18.0,2
61711,0,49,0,20,4,5.0,0.333,7,37.0,R,6.0,21,302,73,602,U,30,16.0,3
86551,0,45,0,24,3,1.0,0.25,21,77.0,R,7.0,53,215,75,443,U,44,16.0,4
160401,1,40,2,42,2,2.0,0.0,7,66.0,T,16.0,17,335,69,1952,U,46,15.0,2
168137,0,14,0,29,1,,0.1,20,43.0,S,45.0,46,160,35,518,U,12,25.0,1
89683,0,11,0,21,2,5.0,0.0,12,44.0,S,20.0,30,348,59,1340,H,37,20.0,1
111453,1,22,5,38,3,,0.6,9,,C,10.0,24,436,58,1082,U,33,15.0,4
102931,0,37,0,35,2,,0.0,23,50.0,T,20.0,55,193,64,420,U,47,19.0,2
33681,0,43,0,28,1,5.0,0.333,5,,R,15.0,14,178,75,359,H,35,20.0,1
101674,1,40,0,32,1,4.0,0.091,25,47.0,T,15.0,69,360,86,1125,H,16,18.0,3
187968,0,18,0,39,4,,0.75,15,,S,15.0,34,452,88,824,U,19,18.0,6
117711,1,25,0,19,1,2.0,0.125,20,67.0,C,16.0,50,114,47,271,H,36,23.0,2
130311,0,03,0,42,2,3.0,0.1,21,77.0,U,35.0,59,261,49,872,U,56,20.0,2
93832,0,07,0,28,1,2.0,0.222,31,66.0,U,20.0,81,298,48,975,U,51,17.0,2
107560,0,41,0,0,1,,0.333,5,,T,20.0,14,232,54,489,U,0,23.0,1
111181,0,51,1,27,4,4.0,0.286,11,41.0,R,8.0,27,190,80,240,H,35,17.0,3
34717,0,15,1,23,2,3.0,0.222,14,58.0,S,15.0,34,336,41,872,H,12,16.0,4
113309,0,12,1,35,4,3.0,0.364,34,80.0,S,3.0,75,320,80,496,U,42,15.0,7
132616,0,51,0,22,2,,0.3,22,78.0,R,12.0,55,715,98,1447,U,0,17.0,5
95437,0,44,0,41,1,2.0,0.5,6,46.0,R,23.0,15,303,71,560,U,30,17.0,1
93714,0,05,0,38,4,5.0,0.375,12,27.0,U,15.0,31,393,74,758,H,57,15.0,6
6555,1,24,0,19,4,6.0,0.364,37,79.0,C,10.0,135,616,67,3125,H,64,17.0,6
65668,1,53,0,41,3,,0.222,15,,R,15.0,37,180,87,404,U,43,15.0,4
111820,0,50,0,19,2,1.0,0.182,36,,R,10.0,77,494,90,868,U,46,20.0,4
97596,1,30,0,36,1,4.0,0.111,13,39.0,C,15.0,28,283,68,350,U,27,26.0,2
190927,0,24,1,32,1,2.0,0.1,28,70.0,C,17.0,70,423,90,1458,U,45,25.0,2
175155,1,48,0,51,1,2.0,0.0,13,49.0,R,15.0,30,211,77,740,U,59,15.0,2
182748,1,28,0,43,2,5.0,0.143,21,72.0,C,10.0,50,281,80,849,U,46,18.0,2
148950,0,08,0,14,1,2.0,0.0,10,,U,22.0,22,388,86,1200,U,33,18.0,2
24911,0,40,1,37,4,3.0,0.455,22,,T,4.0,56,215,69,484,U,35,17.0,6
109450,1,39,0,30,1,5.0,0.222,33,72.0,T,11.0,82,252,87,590,H,19,22.0,3
171661,0,42,0,39,4,7.0,0.273,17,43.0,R,12.0,41,448,85,1914,H,24,16.0,7
173336,0,42,0,24,3,5.0,0.5,12,57.0,R,20.0,31,385,61,1417,H,23,16.0,4
160692,0,27,0,37,1,,0.5,6,,C,50.0,13,463,81,1181,U,9,18.0,1
24159,0,50,1,28,1,4.0,0.4,8,47.0,R,15.0,22,220,81,370,H,24,17.0,2
151695,1,35,1,42,1,7.0,0.5,5,,T,25.0,12,518,83,2498,H,23,18.0,1
84390,1,45,0,35,3,3.0,0.333,27,79.0,R,10.0,65,213,77,465,U,39,18.0,4
104905,1,12,0,33,2,5.0,0.0,16,43.0,S,15.0,42,382,61,877,H,54,19.0,2
62585,1,30,0,37,1,5.0,1.0,4,47.0,C,25.0,14,231,85,581,H,24,15.0,2
59142,0,44,0,38,1,4.0,0.25,22,,R,15.0,54,369,82,651,U,17,24.0,2
99885,0,36,0,29,1,,0.0,21,,T,20.0,53,269,77,585,U,27,17.0,1
86038,0,36,0,29,1,7.0,0.125,20,55.0,T,15.0,53,217,66,524,U,36,21.0,1
85253,0,35,0,30,2,5.0,0.2,25,70.0,T,25.0,61,485,90,937,H,27,18.0,3
48600,0,50,1,14,1,,0.091,25,,R,20.0,60,149,82,345,U,31,20.0,3
97115,0,49,0,34,2,,0.0,34,67.0,R,10.0,80,302,82,441,U,32,19.0,3
133315,1,40,1,51,4,1.0,0.3,21,61.0,T,15.0,58,355,83,698,U,20,17.0,5
76626,0,28,0,45,1,,0.0,14,35.0,C,15.0,42,458,71,1045,U,49,20.0,1
98437,1,43,1,38,3,1.0,0.0,28,77.0,R,8.0,66,268,86,443,H,29,15.0,4
178430,0,20,0,36,3,,0.125,20,,S,15.0,51,360,67,1473,U,37,18.0,4
92408,0,14,0,27,1,7.0,0.0,4,38.0,S,50.0,10,487,57,1481,H,14,15.0,1
169780,1,26,0,20,1,,0.0,9,,C,15.0,22,219,44,1650,U,33,26.0,2
176053,1,08,0,39,3,3.0,0.111,15,55.0,U,10.0,37,0,0,0,U,36,18.0,4
13890,0,46,0,36,2,2.0,0.25,28,78.0,R,15.0,82,259,59,754,H,33,18.0,3
31039,0,34,10,37,2,2.0,0.273,21,,T,30.0,54,350,56,1144,U,27,17.0,4
177394,0,27,1,42,3,4.0,0.167,14,51.0,C,11.0,38,374,79,855,H,25,17.0,4
188466,0, .,0,0,3,,0.6,19,,?,3.0,39,511,78,1345,U,0,18.0,5
101107,0,24,0,32,3,4.0,0.4,29,38.0,C,20.0,67,440,88,803,H,17,17.0,5
15857,0,40,0,28,1,5.0,0.167,15,50.0,T,15.0,44,321,74,769,H,27,21.0,1
16875,0,22,0,10,1,7.0,0.0,25,75.0,C,15.0,61,307,43,951,H,30,18.0,2
11348,1,26,0,48,1,,0.111,28,,C,17.0,99,313,68,912,U,63,17.0,2
112495,1,25,0,35,3,,0.167,10,,C,10.0,26,287,58,698,U,11,19.0,4
5300,0,29,0,62,1,1.0,0.125,18,79.0,C,20.0,61,247,42,753,U,71,26.0,2
134895,1,44,1,31,1,4.0,0.1,25,,R,10.0,62,267,89,546,U,33,26.0,3
147641,1,20,0,29,4,,0.5,20,84.0,S,10.0,48,313,56,2302,U,52,19.0,6
176836,0,48,0,44,4,4.0,0.4,27,,R,20.0,70,183,74,634,H,49,15.0,6
169176,0, .,0,0,1,2.0,0.111,24,34.0,?,18.0,61,492,80,1666,H,0,17.0,1
121962,0,15,1,27,3,,0.333,7,,S,10.0,20,304,28,934,U,26,15.0,4
20237,1,40,0,29,1,5.0,0.0,28,45.0,T,13.0,69,294,64,674,H,28,26.0,1
146102,0,08,0,27,4,3.0,0.222,20,59.0,U,8.0,50,369,82,1715,H,63,15.0,5
18878,0,39,0,24,4,,0.273,32,,T,8.0,77,315,83,647,U,22,19.0,4
69898,0,40,0,31,3,,0.167,10,,T,10.0,24,378,85,853,U,24,22.0,2
62083,0,49,0,29,1,2.0,0.0,24,49.0,R,18.0,59,393,86,725,H,28,17.0,2
31916,0,35,9,44,4,,0.636,17,,T,5.0,41,332,46,924,U,24,15.0,12
6985,0,05,0,24,2,6.0,0.091,26,64.0,U,15.0,100,689,96,2069,H,25,23.0,2
167784,1,17,0,21,2,4.0,0.3,27,79.0,S,12.0,66,274,48,2380,H,29,20.0,4
161399,0,08,0,30,1,,0.5,5,,U,15.0,13,243,43,681,U,54,17.0,1
82843,1,17,0,33,3,,0.125,21,,S,5.0,54,302,67,737,U,32,15.0,2
46342,0,29,0,55,4,3.0,0.545,33,82.0,C,10.0,86,268,84,693,U,97,15.0,10
18257,1,38,0,27,4,3.0,0.5,14,,T,1.0,37,273,63,487,H,48,17.0,4
60708,1,39,0,30,4,5.0,0.5,17,,T,3.0,43,344,83,482,H,22,15.0,10
8531,1,49,0,32,2,3.0,0.286,29,37.0,R,10.0,89,275,85,497,H,30,15.0,4
119086,0,42,0,48,4,5.0,0.4,19,54.0,R,10.0,50,386,85,927,H,40,17.0,9
5613,1, .,0,0,1,,0.2,30,62.0,?,15.0,113,511,61,2880,U,0,18.0,3
154301,1,40,0,23,2,1.0,0.375,12,69.0,T,15.0,25,459,70,1026,U,11,24.0,4
44362,0,29,0,53,4,2.0,0.091,27,75.0,C,15.0,72,221,87,524,H,66,16.0,6
180787,1,38,0,38,1,4.0,0.5,5,37.0,T,20.0,14,206,49,1113,H,67,17.0,1
58154,0,51,0,20,3,,0.3,25,,R,2.0,60,118,79,209,U,37,20.0,4
109525,0,39,0,21,1,4.0,0.182,19,49.0,T,15.0,42,283,87,628,H,27,22.0,3
138051,0,26,4,54,1,7.0,0.5,5,51.0,C,20.0,13,195,56,705,H,49,17.0,1
81065,0,22,0,32,1,4.0,0.0,6,45.0,C,50.0,14,305,63,696,U,18,16.0,1
12900,1,11,0,36,3,,0.25,19,,S,5.0,81,430,52,1351,U,21,16.0,3
102093,0,10,0,0,1,,0.286,10,,U,15.0,25,0,0,0,U,0,21.0,2
72471,0,30,5,20,4,5.0,0.375,12,41.0,C,6.0,30,233,80,316,U,23,21.0,6
131817,0,14,15,31,2,6.0,0.2,24,25.0,S,25.0,60,500,88,1048,H,10,21.0,3
91787,1,12,0,25,1,4.0,0.2,10,51.0,S,15.0,28,512,84,1705,H,40,20.0,1
31555,0,30,11,42,1,4.0,0.0,28,69.0,C,20.0,66,239,68,448,H,22,22.0,1
132316,1,35,0,39,2,4.0,0.182,33,60.0,T,10.0,78,343,83,814,H,44,20.0,3
101856,0,28,0,55,3,2.0,0.333,14,48.0,C,11.0,32,265,82,584,H,58,24.0,4
20061,0,39,55,24,1,6.0,0.091,22,41.0,T,50.0,55,257,73,592,U,4,15.0,3
34678,0,39,0,29,1,2.0,0.0,13,29.0,T,20.0,30,251,79,625,H,23,18.0,2
188281,0,13,0,50,1,5.0,0.0,32,84.0,S,10.0,82,586,96,1033,H,80,17.0,2
143762,0,10,0,16,3,1.0,0.222,13,71.0,U,14.0,28,180,29,1534,H,42,15.0,5
30589,0,28,0,37,1,,0.5,5,34.0,C,20.0,12,282,88,561,U,57,18.0,1
190281,1,21,0,0,1,,0.0,15,,S,17.0,27,215,31,905,U,0,18.0,1
163732,0,13,0,31,1,6.0,0.111,21,57.0,S,16.0,52,593,83,4466,H,63,17.0,2
159091,1,24,0,30,3,5.0,0.4,9,81.0,C,10.0,26,632,93,2367,H,11,17.0,3
133029,1,25,0,25,1,3.0,0.091,32,59.0,C,15.0,76,159,41,488,H,40,25.0,3
74085,0,51,0,32,1,,0.143,12,,R,15.0,34,189,79,345,U,37,21.0,1
31900,0,18,0,27,1,,0.2,7,,S,20.0,17,231,78,472,U,36,26.0,1
93601,0,04,0,14,1,,0.0,5,,U,15.0,13,165,8,1288,U,9,20.0,1
158213,1,02,0,28,4,,0.286,17,,U,3.0,43,620,86,1217,U,22,15.0,5
136313,0,46,0,31,4,3.0,0.444,16,,R,6.0,42,217,75,617,U,17,16.0,6
87676,0,46,0,42,3,5.0,0.0,25,63.0,R,7.0,60,248,81,688,H,21,16.0,3
123469,1,40,0,28,1,5.0,0.125,30,,T,10.0,76,493,88,561,H,7,17.0,1
12415,0,21,0,25,4,5.0,0.636,22,63.0,S,20.0,79,249,52,641,H,48,15.0,11
20338,1,23,0,64,2,7.0,0.0,27,74.0,C,11.0,68,478,84,1991,H,71,16.0,2
168181,0,14,1,31,1,7.0,0.333,5,34.0,S,15.0,13,738,87,4050,H,42,20.0,1
118090,0,36,0,31,3,2.0,0.0,9,,T,10.0,25,229,82,432,H,43,19.0,3
27344,0,44,2,26,3,5.0,0.375,14,50.0,R,10.0,37,416,89,925,H,12,16.0,5
65578,1,08,0,32,2,1.0,0.1,23,76.0,U,15.0,54,399,95,693,H,33,22.0,2
35953,0,18,3,36,3,1.0,0.5,8,57.0,S,10.0,18,347,83,684,H,17,17.0,2
184445,0,35,0,30,1,6.0,0.0,29,61.0,T,25.0,72,528,82,869,H,28,26.0,2
86325,0,36,0,48,1,7.0,0.0,11,,T,16.0,29,256,68,396,U,38,26.0,1
140130,0,38,0,37,1,,0.2,22,,T,20.0,54,177,66,394,U,26,29.0,2
58084,0,43,1,22,1,4.0,0.125,18,51.0,R,15.0,47,143,67,455,H,33,27.0,2
139107,1,41,0,28,1,1.0,0.2,23,63.0,T,75.0,59,250,65,830,H,59,18.0,2
10434,0,51,0,28,2,4.0,0.125,26,75.0,R,20.0,92,181,84,358,U,28,20.0,2
119154,1,27,0,37,4,3.0,0.25,24,73.0,C,10.0,64,400,83,595,H,15,17.0,3
182230,0,11,13,53,2,4.0,0.2,9,70.0,S,25.0,21,447,73,1197,U,24,18.0,2
163873,0,02,0,11,4,,0.545,21,,U,10.0,51,451,52,3378,U,68,21.0,9
107204,0,25,0,16,1,2.0,0.0,31,44.0,C,15.0,68,205,32,473,H,10,19.0,3
180502,0,38,0,44,4,1.0,0.455,24,40.0,T,7.0,67,153,42,642,U,37,15.0,7
31247,0,51,0,37,3,1.0,0.091,33,85.0,R,30.0,79,114,52,290,U,31,16.0,4
156837,0,13,0,32,1,,0.222,13,68.0,S,20.0,29,577,89,2471,U,40,28.0,2
173180,0,40,2,31,2,5.0,0.167,18,67.0,T,25.0,48,353,78,736,H,30,15.0,2
41068,0,24,9,37,2,,0.125,13,,C,13.0,32,618,93,1365,U,17,17.0,2
10833,0,31,0,34,2,,0.25,12,78.0,C,25.0,45,199,5,675,U,0,19.0,3
63622,0,39,0,30,1,5.0,0.0,28,83.0,T,10.0,69,298,87,517,H,30,16.0,1
70301,1,11,0,33,1,5.0,0.0,8,66.0,S,15.0,20,334,49,841,U,29,18.0,2
64445,0,44,2,36,2,5.0,0.0,12,38.0,R,16.0,31,239,44,886,H,24,18.0,2
17386,0, .,0,0,2,5.0,0.2,22,63.0,?,16.0,53,309,19,801,H,0,23.0,3
32880,1,17,3,40,2,3.0,0.25,15,57.0,S,15.0,41,304,55,695,H,36,16.0,2
13840,0,44,0,24,2,6.0,0.143,24,,R,10.0,71,418,90,909,H,13,20.0,3
171702,0,01,0,25,1,,0.091,33,,U,15.0,82,282,0,1375,U,13,34.0,1
16291,0,36,0,17,1,1.0,0.0,11,69.0,T,30.0,24,236,60,437,H,44,19.0,2
95210,0,42,0,63,2,7.0,0.182,24,71.0,R,15.0,59,388,90,548,H,31,16.0,4
117780,0,41,0,42,1,2.0,0.3,30,76.0,T,16.0,79,64,43,277,H,50,26.0,4
178502,0,17,1,31,2,6.0,0.143,29,52.0,S,15.0,68,413,45,1421,H,21,16.0,2
76321,0,51,0,31,2,1.0,0.111,22,46.0,R,10.0,53,215,78,343,U,28,17.0,1
163519,0, .,0,0,1,7.0,0.273,22,41.0,?,15.0,54,761,90,3507,H,0,16.0,3
144110,1,03,0,20,1,6.0,0.143,25,62.0,U,25.0,61,533,29,5882,H,65,17.0,1
80802,0,40,0,22,1,5.0,0.0,31,46.0,T,25.0,78,352,71,657,H,50,19.0,1
179718,0,03,0,22,4,,0.455,23,28.0,U,15.0,54,372,26,1625,U,25,21.0,6
42898,0,24,1,39,3,4.0,0.167,12,85.0,C,7.0,23,426,88,1369,H,27,15.0,2
24919,0, .,0,0,1,5.0,0.0,12,49.0,?,20.0,29,204,86,338,H,0,27.0,1
157460,0,14,0,28,2,,0.3,26,48.0,S,17.0,63,1017,96,4815,U,19,16.0,3
182973,0,49,0,29,2,5.0,0.273,21,55.0,R,17.0,53,239,72,586,H,43,22.0,5
27419,1,51,0,28,1,5.0,0.333,9,,R,20.0,22,218,78,442,U,31,23.0,2
110814,0,24,2,45,1,5.0,0.0,6,29.0,C,20.0,14,388,75,674,U,41,16.0,1
111371,1,40,16,37,2,5.0,0.333,26,,T,12.0,61,356,61,655,H,14,16.0,2
2544,0,35,0,22,2,4.0,0.2,21,67.0,T,25.0,54,425,76,2486,H,32,13.0,6
152131,0,21,12,38,4,5.0,0.2,9,56.0,S,20.0,27,282,21,1352,H,17,15.0,5
168920,0,30,0,36,2,1.0,0.143,11,81.0,C,15.0,26,289,80,1167,H,52,16.0,3
118163,1,45,0,32,4,5.0,0.375,29,,R,5.0,74,545,89,948,H,42,15.0,5
50498,0,27,0,32,1,4.0,0.143,19,30.0,C,16.0,52,173,41,510,H,37,17.0,1
23877,0,22,22,29,1,3.0,0.2,8,43.0,C,15.0,22,363,53,882,H,19,20.0,2
14276,1,07,0,13,3,2.0,0.143,13,69.0,U,15.0,38,267,53,3200,H,53,21.0,3
114662,0,26,0,41,1,2.0,0.125,21,17.0,C,15.0,54,523,95,822,H,47,21.0,1
95985,0,48,0,28,2,,0.0,10,48.0,R,20.0,25,245,78,386,U,48,20.0,2
133375,0,41,1,38,1,5.0,0.5,6,72.0,T,25.0,15,225,81,590,H,30,17.0,1
23727,0,34,0,63,3,7.0,0.0,17,51.0,T,12.0,43,572,81,2442,H,74,18.0,3
69542,0,51,0,36,1,2.0,0.0,30,38.0,R,10.0,67,339,86,535,U,11,18.0,1
6678,0,45,0,40,1,2.0,0.2,25,,R,45.0,104,202,74,421,U,58,15.0,1
95582,1,26,0,36,1,,0.333,9,,C,15.0,22,279,39,607,U,47,24.0,2
3660,0,18,0,43,4,4.0,0.545,23,,S,20.0,76,400,81,1846,U,34,16.0,8
137529,0,23,0,73,4,1.0,0.375,32,67.0,C,2.5,78,411,97,1213,U,95,18.0,8
132844,1,39,0,26,4,5.0,0.545,32,,T,11.0,78,303,65,518,H,48,20.0,8
133888,0,49,0,42,1,5.0,0.5,6,39.0,R,23.0,14,247,85,679,H,37,17.0,1
117595,0,21,1,29,1,4.0,0.0,11,49.0,S,15.0,29,315,82,580,H,18,19.0,1
67,1,28,3,44,4,1.0,0.444,33,79.0,C,5.0,89,189,95,1004,H,50,12.0,8
82809,0,20,0,42,1,2.0,0.3,20,26.0,S,17.0,51,451,86,897,H,65,16.0,3
54762,1,47,0,25,2,5.0,0.286,23,83.0,R,15.0,63,201,79,429,U,29,15.0,3
137113,1,18,4,25,4,5.0,0.4,15,44.0,S,6.0,36,392,91,821,H,14,18.0,8
168823,1,30,0,26,4,2.0,0.4,24,43.0,C,9.0,55,339,46,1570,H,31,15.0,6
86385,0,51,0,18,1,5.0,0.375,11,,R,15.0,32,253,83,261,U,51,17.0,3
168736,0,05,0,46,1,6.0,0.25,12,60.0,U,17.0,28,440,91,1084,H,39,16.0,3
38243,0,20,0,23,1,7.0,0.0,17,50.0,S,15.0,43,232,34,957,U,26,26.0,1
71038,0,40,0,29,1,,0.111,29,6.0,T,15.0,66,364,78,792,U,36,17.0,1
43137,0,23,0,47,2,,0.0,19,57.0,C,10.0,52,413,69,1507,U,70,16.0,3
88652,0,12,2,28,2,7.0,0.143,21,41.0,S,25.0,56,439,83,1240,U,32,17.0,2
37268,0,08,0,19,2,1.0,0.182,32,6.0,U,27.0,82,243,67,662,U,32,17.0,4
133660,0,24,0,34,1,,0.143,11,,C,16.0,32,201,35,452,U,47,23.0,1
169941,0,46,0,34,1,,0.222,13,66.0,R,20.0,31,325,66,1341,U,40,20.0,3
183661,0,49,0,17,3,1.0,0.286,30,71.0,R,6.0,72,211,59,511,H,48,15.0,3
132272,0,28,0,47,1,2.0,0.5,5,82.0,C,15.0,13,238,64,514,H,46,17.0,1
71028,0,39,0,35,1,6.0,0.0,10,41.0,T,20.0,28,313,69,450,H,21,26.0,1
20057,0,34,44,30,2,,0.182,18,59.0,T,15.0,44,294,39,683,U,16,26.0,3
58075,0,39,0,30,1,3.0,0.0,26,77.0,T,15.0,66,173,73,402,U,41,16.0,1
113186,1,25,0,25,3,,0.5,31,77.0,C,5.0,75,249,25,1385,U,4,19.0,8
82065,1,40,0,40,2,4.0,0.0,29,61.0,T,10.0,66,506,94,737,H,0,17.0,3
187501,1,34,64,28,3,,0.667,6,,T,5.0,13,299,1,4250,U,0,18.0,3
188065,0,27,0,31,1,,0.25,18,,C,20.0,36,373,92,440,U,44,16.0,1
58099,0,51,0,14,1,4.0,0.0,14,45.0,R,15.0,39,90,80,242,H,37,26.0,1
30169,0,34,0,27,1,4.0,0.4,33,54.0,T,12.0,77,445,80,841,U,17,23.0,4
188297,0,24,5,37,3,2.0,0.0,24,,C,0.0,74,331,60,874,U,20,20.0,1
