CONTROL_NUMBER,DONATED,CLUSTER_CODE,RECENT_RESPONSE_COUNT,RECENCY_STATUS_96NK,LIFETIME_MIN_GIFT_AMT,LIFETIME_GIFT_COUNT,MONTHS_SINCE_LAST_GIFT,LIFETIME_CARD_PROM,LIFETIME_MAX_GIFT_AMT,RECENT_AVG_GIFT_AMT,LIFETIME_PROM,DONOR_AGE,MONTHS_SINCE_FIRST_GIFT,MONTHS_SINCE_LAST_PROM_RESP,URBANICITY,CARD_PROM_12,FILE_AVG_GIFT,LAST_GIFT_AMT,LIFETIME_AVG_GIFT_AMT
26346,1,15,4,A,5.0,6,17,14,12.0,10.75,33,65.0,40,21.0,S,6,9.0,6.0,9.0
174094,0,11,1,E,20.0,1,15,4,20.0,20.0,10,37.0,15,15.0,S,3,20.0,20.0,20.0
181092,0,44,1,A,5.0,16,21,26,10.0,10.0,61,56.0,127,21.0,R,4,7.5,10.0,7.5
161237,0,46,2,N,5.0,3,19,8,10.0,8.5,21,,24,19.0,R,6,7.33,10.0,7.33
65567,0,05,6,S,3.0,34,17,32,12.0,10.83,83,,130,17.0,U,6,8.85,12.0,8.85
177926,1,49,4,S,4.0,15,18,24,21.0,12.5,58,71.0,62,24.0,R,6,9.87,15.0,9.87
70016,0,43,1,A,3.0,9,17,28,17.0,10.0,63,77.0,116,21.0,R,6,9.56,12.0,9.56
76013,0,21,2,S,2.0,12,16,27,10.0,8.0,64,85.0,120,16.0,S,5,5.08,10.0,5.08
98863,0,45,5,A,3.0,12,17,28,10.0,9.0,67,79.0,111,17.0,R,6,6.33,10.0,6.33
7280,0,13,3,E,3.0,13,15,24,15.0,11.67,62,18.0,90,15.0,S,3,9.15,15.0,9.15
52227,0,41,8,S,1.0,21,18,21,5.0,3.75,56,81.0,92,18.0,T,6,3.05,5.0,3.05
162703,0,13,3,S,5.0,13,16,22,11.0,9.0,62,74.0,88,16.0,S,5,7.31,11.0,7.31
50122,1,35,3,A,5.0,8,17,21,15.0,12.33,57,,88,17.0,T,6,9.25,10.0,9.25
68427,1,05,2,A,10.0,5,16,20,60.0,55.0,51,,77,16.0,U,6,38.0,60.0,38.0
61108,1,30,5,A,5.0,5,16,11,10.0,7.2,28,60.0,33,16.0,C,6,7.2,8.0,7.2
58463,1,51,3,A,5.0,9,19,22,33.0,31.33,55,81.0,75,19.0,R,6,21.0,33.0,21.0
186448,1,13,6,S,2.0,33,6,24,10.0,5.5,73,,78,19.0,S,6,5.61,10.0,5.61
169224,1,24,4,A,3.0,7,18,18,23.0,20.5,45,75.0,75,18.0,C,6,15.57,23.0,15.57
137309,0,27,1,F,25.0,1,21,8,25.0,25.0,17,49.0,21,21.0,C,5,25.0,25.0,25.0
59581,0,37,1,A,3.0,7,27,23,15.0,15.0,60,73.0,104,27.0,T,4,9.71,15.0,9.71
168368,1,14,1,A,5.0,7,24,25,20.0,20.0,58,53.0,104,24.0,S,6,14.29,20.0,14.29
172167,1,21,4,A,10.0,4,20,13,15.0,13.0,29,58.0,35,20.0,S,6,13.0,15.0,13.0
183954,1,30,3,A,5.0,3,22,12,20.0,11.67,29,75.0,32,22.0,C,6,11.67,20.0,11.67
103979,0,43,3,A,5.0,4,16,12,15.0,11.67,29,79.0,35,16.0,R,6,11.25,5.0,11.25
166528,0,11,2,A,3.0,19,19,30,25.0,11.0,76,77.0,128,19.0,S,6,11.0,12.0,11.0
29401,1,39,1,A,5.0,3,19,12,15.0,15.0,31,63.0,44,19.0,T,4,10.33,15.0,10.33
89451,0,12,11,S,3.0,36,17,32,9.0,5.64,78,58.0,130,17.0,S,6,6.03,5.0,6.03
21297,0,53,9,S,1.25,38,21,33,6.0,5.11,75,59.0,122,21.0,R,6,3.69,5.0,3.69
130369,1,12,3,A,5.0,17,16,26,50.0,38.33,67,56.0,89,16.0,S,5,18.18,50.0,18.18
31552,0,31,2,A,5.0,7,18,22,22.0,18.5,54,47.0,90,18.0,C,6,10.57,22.0,10.57
143789,0,03,3,A,20.0,3,16,12,20.0,20.0,31,,32,16.0,U,6,20.0,20.0,20.0
54696,0,34,6,S,5.0,6,19,12,11.0,7.83,28,68.0,32,19.0,T,6,7.83,10.0,7.83
49650,1,47,7,A,5.0,9,19,17,12.0,10.29,39,45.0,44,19.0,R,6,9.78,10.0,9.78
72366,1,43,1,A,5.0,4,21,14,15.0,15.0,36,50.0,54,21.0,R,5,10.5,15.0,10.5
106588,0,35,1,F,15.0,1,21,5,15.0,15.0,14,43.0,21,21.0,T,3,15.0,15.0,15.0
134895,1,44,3,A,2.0,23,26,25,10.0,8.0,62,,105,26.0,R,4,5.43,10.0,5.43
175132,0,49,3,A,10.0,11,19,23,50.0,50.0,60,27.0,65,19.0,R,6,41.64,50.0,41.64
181676,0,27,2,A,13.0,2,18,9,20.0,16.5,24,61.0,32,18.0,C,4,16.5,20.0,16.5
27967,0,44,1,A,5.0,14,21,26,15.0,15.0,71,62.0,101,21.0,R,6,9.64,15.0,9.64
159178,1,24,4,S,5.0,12,19,25,15.0,11.5,61,,81,19.0,C,6,8.83,10.0,8.83
139628,1,05,4,S,5.0,25,19,32,31.0,21.25,84,59.0,123,19.0,U,6,17.16,25.0,17.16
65556,0,08,1,A,5.0,6,21,21,20.0,20.0,52,58.0,81,21.0,U,6,15.0,20.0,15.0
85582,0,36,2,A,5.0,3,18,12,16.0,13.0,30,36.0,41,18.0,T,5,10.33,16.0,10.33
163933,0,03,3,S,1.0,17,19,32,20.0,18.33,72,44.0,127,19.0,U,6,11.47,20.0,11.47
95399,0,49,2,A,15.0,2,26,9,17.0,16.0,22,45.0,30,26.0,R,4,16.0,17.0,16.0
135448,0,18,1,A,10.0,4,18,17,25.0,20.0,43,76.0,54,30.0,S,6,18.75,25.0,18.75
167410,0,11,2,A,10.0,4,26,17,20.0,20.0,46,66.0,65,26.0,S,5,16.25,20.0,16.25
88920,1,15,1,F,25.0,1,21,7,25.0,25.0,17,42.0,21,21.0,S,5,25.0,25.0,25.0
20189,0,47,2,S,3.0,20,23,34,30.0,30.0,82,,128,23.0,R,6,14.75,30.0,14.75
163267,0,02,2,A,5.0,16,25,25,20.0,17.5,62,,76,25.0,U,6,11.81,20.0,11.81
96707,0,26,2,A,5.0,3,18,13,17.0,16.0,31,45.0,41,18.0,C,5,12.33,17.0,12.33
170438,0,37,5,S,5.0,20,17,34,11.0,10.0,80,74.0,112,17.0,T,6,8.55,10.0,8.55
189177,0,15,1,E,50.0,1,17,3,50.0,50.0,5,,17,17.0,S,2,50.0,50.0,50.0
171143,1,42,5,A,10.0,7,17,16,32.0,26.0,42,66.0,45,17.0,R,6,23.57,32.0,23.57
48365,0,36,2,S,3.0,14,19,27,11.0,10.0,66,62.0,103,19.0,T,6,7.64,10.0,7.64
65473,0,23,1,F,30.0,1,20,6,30.0,30.0,16,80.0,20,20.0,C,5,30.0,30.0,30.0
189234,1,09,6,A,5.0,15,4,21,10.0,6.67,51,,56,19.0,U,7,6.33,10.0,6.33
48037,0,34,2,N,15.0,2,17,8,25.0,20.0,21,,21,17.0,T,6,20.0,25.0,20.0
124554,0,41,3,S,2.0,23,24,32,19.0,12.67,72,69.0,112,24.0,T,6,5.98,10.0,5.98
165060,0,35,4,S,3.0,21,18,24,25.0,21.5,61,,69,18.0,T,6,19.0,22.0,19.0
68016,0,10,1,A,5.0,3,26,12,20.0,20.0,33,81.0,67,26.0,U,4,10.67,20.0,10.67
29085,0,40,3,A,4.0,5,18,10,10.0,7.0,25,49.0,29,20.0,T,6,7.0,10.0,7.0
10580,0,23,1,A,3.0,16,16,28,25.0,25.0,99,85.0,123,18.0,C,6,14.38,25.0,14.38
176782,0,42,2,A,5.0,3,17,14,25.0,20.0,31,,36,17.0,R,6,15.0,25.0,15.0
111245,0,40,1,A,5.0,3,21,16,35.0,35.0,43,39.0,53,21.0,T,6,20.0,35.0,20.0
154150,1,46,3,A,5.0,3,20,11,20.0,11.33,26,49.0,32,20.0,R,6,11.33,20.0,11.33
160598,0,27,7,S,5.0,7,18,13,7.0,5.29,28,63.0,33,18.0,C,6,5.29,5.0,5.29
79924,0,53,3,E,3.0,22,15,20,10.0,5.33,57,77.0,81,15.0,R,3,3.32,10.0,3.32
145325,0,03,1,F,20.0,1,18,5,20.0,20.0,13,,18,18.0,U,4,20.0,20.0,20.0
29030,0,49,1,N,20.0,1,21,5,20.0,20.0,13,51.0,21,21.0,R,3,20.0,20.0,20.0
166356,0,13,5,A,4.0,16,18,22,25.0,21.0,53,86.0,65,19.0,S,6,14.94,20.0,14.94
114873,1,48,3,S,2.0,16,17,29,20.0,14.33,66,,128,17.0,R,6,7.53,20.0,7.53
54851,0, .,4,A,10.0,6,21,17,16.0,14.25,37,49.0,45,21.0,?,6,13.5,16.0,13.5
28713,1,14,2,A,8.0,10,22,26,19.0,19.0,62,49.0,92,22.0,S,6,15.1,19.0,15.1
76689,0,40,2,A,10.0,7,22,21,21.0,18.0,50,,66,22.0,T,6,13.29,21.0,13.29
185505,0,33,3,S,3.0,21,6,38,10.0,10.0,97,,128,18.0,C,8,9.43,10.0,9.43
40596,0,13,4,A,5.0,10,15,21,20.0,17.5,57,71.0,65,15.0,S,6,13.8,20.0,13.8
63990,1,36,3,A,20.0,3,19,11,25.0,23.33,26,53.0,32,19.0,T,6,23.33,25.0,23.33
23130,0,39,1,A,10.0,3,26,14,15.0,15.0,40,49.0,65,26.0,T,4,12.33,15.0,12.33
14268,0,10,2,A,5.0,5,18,19,17.0,16.0,55,55.0,56,18.0,U,6,12.2,17.0,12.2
43174,0,23,1,A,5.0,8,26,24,15.0,15.0,59,75.0,113,26.0,C,4,10.25,15.0,10.25
170817,1,12,4,A,15.0,4,16,13,25.0,20.25,29,59.0,32,16.0,S,6,20.25,25.0,20.25
22168,0,36,5,A,5.0,10,18,23,16.0,12.8,57,56.0,81,18.0,T,6,10.7,16.0,10.7
172814,0,31,1,A,5.0,3,24,9,15.0,5.0,25,,29,29.0,C,5,8.67,15.0,8.67
88903,0,27,2,A,10.0,4,26,15,15.0,15.0,35,49.0,45,26.0,C,4,13.0,15.0,13.0
62917,0,18,1,A,5.0,10,19,23,16.0,16.0,58,45.0,77,19.0,S,6,10.65,16.0,10.65
93628,0,17,2,A,10.0,4,17,19,25.0,22.5,38,75.0,67,17.0,S,6,16.75,25.0,16.75
190902,0,03,1,A,10.0,8,26,26,20.0,17.0,63,69.0,104,26.0,U,4,14.5,17.0,14.5
29836,0,27,5,S,3.0,11,15,16,6.0,5.0,43,,53,15.0,C,5,4.55,5.0,4.55
179925,0,07,2,A,5.0,3,18,10,15.0,11.0,27,45.0,45,18.0,U,4,9.0,15.0,9.0
24747,1,14,3,A,3.0,5,16,14,15.0,12.33,39,53.0,65,16.0,S,6,9.0,15.0,9.0
147386,0,12,0,A,10.0,9,18,31,25.0,0.0,69,52.0,128,,S,6,15.67,25.0,15.67
1397,0,12,4,A,5.0,10,17,32,15.0,11.75,81,51.0,57,17.0,S,11,10.4,15.0,10.4
43634,0,28,5,S,3.0,23,18,31,10.0,6.6,77,50.0,116,18.0,C,5,5.83,8.0,5.83
109531,0,40,2,A,5.0,6,18,21,25.0,20.0,54,34.0,84,18.0,T,6,12.33,25.0,12.33
21843,0,43,3,S,5.0,23,18,32,20.0,15.0,80,85.0,130,18.0,R,6,12.52,20.0,12.52
152939,0, .,1,N,25.0,1,24,8,25.0,25.0,18,,24,24.0,?,5,25.0,25.0,25.0
132349,0,22,8,S,5.0,10,15,13,15.0,9.88,30,,41,15.0,C,4,8.9,11.0,8.9
75164,0,23,0,A,5.0,8,26,16,16.0,0.0,43,58.0,53,,C,5,9.63,16.0,9.63
161781,0,13,1,A,5.0,8,19,22,18.0,18.0,57,75.0,105,19.0,S,4,14.25,18.0,14.25
145891,0,13,1,N,15.0,1,24,6,15.0,15.0,15,39.0,24,24.0,S,3,15.0,15.0,15.0
160911,0,40,1,F,25.0,1,17,6,25.0,25.0,14,40.0,17,17.0,T,5,25.0,25.0,25.0
49988,0,39,1,A,5.0,8,18,18,15.0,15.0,40,41.0,81,21.0,T,6,9.5,10.0,9.5
21635,0,51,3,A,5.0,13,18,22,12.0,12.0,58,,76,23.0,R,6,9.54,10.0,9.54
124384,0,53,3,A,5.0,9,19,23,25.0,21.67,60,71.0,113,19.0,R,6,14.11,20.0,14.11
45294,0,09,4,S,3.0,19,21,32,14.0,11.75,78,73.0,129,21.0,U,6,8.05,13.0,8.05
167794,0,44,1,F,15.0,1,15,5,15.0,15.0,11,,15,15.0,R,4,15.0,15.0,15.0
112959,0,42,1,A,5.0,6,26,18,15.0,15.0,51,,89,26.0,R,4,10.33,15.0,10.33
50821,0,21,6,S,3.0,22,15,34,20.0,15.83,80,75.0,122,15.0,S,6,11.59,16.0,11.59
106639,1,12,1,F,15.0,1,17,5,15.0,15.0,13,77.0,17,17.0,S,4,15.0,15.0,15.0
42501,1,53,3,A,5.0,5,18,14,15.0,9.67,35,77.0,40,26.0,R,6,9.8,15.0,9.8
186675,0,13,2,F,10.0,4,6,14,25.0,17.5,33,77.0,30,18.0,S,8,16.25,20.0,16.25
137537,0,23,2,S,5.0,13,17,28,12.0,11.0,70,71.0,115,17.0,C,5,6.08,12.0,6.08
129262,0,12,2,A,3.0,11,19,23,21.0,20.5,61,47.0,85,19.0,S,6,7.73,20.0,7.73
43564,1,28,1,N,20.0,1,24,6,20.0,20.0,15,52.0,24,24.0,C,3,20.0,20.0,20.0
42419,1,53,2,A,5.0,14,18,32,23.0,22.0,75,82.0,130,18.0,R,6,9.29,23.0,9.29
168426,0,01,4,A,3.0,6,15,10,6.0,5.75,23,,29,15.0,U,6,5.0,6.0,5.0
149541,1,19,2,A,5.0,3,18,13,20.0,13.5,32,61.0,40,18.0,S,6,10.67,20.0,10.67
140347,1,27,4,S,5.0,20,16,29,10.0,8.75,71,,128,16.0,C,6,8.0,10.0,8.0
180011,0,02,2,A,10.0,19,26,30,17.47,12.5,75,,124,26.0,U,5,11.7,15.0,11.7
84543,0,24,3,S,0.01,27,21,22,7.0,6.33,51,42.0,105,21.0,C,5,5.52,6.0,5.52
118887,0,24,2,N,3.0,2,17,9,20.0,11.5,19,63.0,24,17.0,C,6,11.5,20.0,11.5
84403,0,44,1,N,20.0,1,23,5,20.0,20.0,14,51.0,23,23.0,R,3,20.0,20.0,20.0
137962,1,12,2,A,3.0,12,16,29,15.0,12.5,69,62.0,109,16.0,S,5,9.67,10.0,9.67
171989,0,08,2,A,5.0,10,17,22,13.0,11.0,63,59.0,105,17.0,U,6,10.5,11.0,10.5
108254,0,15,6,S,2.0,7,17,13,10.0,4.0,30,,33,17.0,S,6,4.14,3.0,4.14
30804,0,51,5,S,5.0,8,19,16,10.0,7.0,39,33.0,45,19.0,R,6,6.25,10.0,6.25
25788,0,40,1,A,5.0,5,17,18,17.0,17.0,48,47.0,69,17.0,T,5,11.8,17.0,11.8
92801,1,02,2,A,5.0,5,15,14,15.0,13.5,37,62.0,44,15.0,U,5,10.6,15.0,10.6
164354,0,02,2,N,3.0,3,17,6,10.0,7.5,15,43.0,20,19.0,U,5,6.0,3.0,6.0
138604,0,39,3,A,10.0,3,17,11,15.0,12.33,26,,28,17.0,T,6,12.33,15.0,12.33
86787,0,41,4,S,15.0,20,18,32,90.0,65.0,82,,129,18.0,T,6,41.2,90.0,41.2
175927,0,04,2,A,10.0,7,22,19,20.0,20.0,45,83.0,53,22.0,U,6,15.43,20.0,15.43
168577,0,08,3,N,3.0,3,20,10,11.0,7.09,22,,24,20.0,U,6,7.09,11.0,7.09
41537,1,18,6,A,5.0,7,17,15,20.0,15.83,37,36.0,44,17.0,S,6,14.29,15.0,14.29
190313,1,35,4,E,2.0,11,18,10,10.0,7.25,24,,86,18.0,T,0,6.18,7.0,6.18
33769,0,48,5,A,5.0,8,17,16,10.0,9.0,41,,56,17.0,R,6,8.0,10.0,8.0
101332,0,53,2,S,5.0,17,18,23,24.0,15.5,59,69.0,69,20.0,R,6,11.41,24.0,11.41
88136,0,20,8,S,5.0,11,17,16,12.0,10.5,38,71.0,41,17.0,S,6,9.45,12.0,9.45
174713,0,30,2,A,5.0,5,18,20,25.0,20.0,51,70.0,77,18.0,C,6,13.8,25.0,13.8
85759,0,53,2,A,5.0,9,26,26,16.0,15.5,63,57.0,105,26.0,R,4,10.78,16.0,10.78
158828,0,35,1,A,5.0,5,19,18,25.0,25.0,43,55.0,57,19.0,T,6,11.6,25.0,11.6
157792,0,06,2,A,10.0,3,17,15,50.0,45.0,36,65.0,41,17.0,U,6,33.33,50.0,33.33
58333,0,43,1,A,5.0,14,18,20,25.0,12.0,61,35.0,92,18.0,R,4,11.5,12.0,11.5
51846,1,51,2,A,10.0,16,19,32,20.0,20.0,68,42.0,130,19.0,R,6,15.0,20.0,15.0
105888,0, .,1,A,5.0,2,18,7,15.0,15.0,20,,30,18.0,?,4,10.0,15.0,10.0
177278,0,36,1,A,1.0,9,26,26,25.0,25.0,62,,113,26.0,T,5,12.78,25.0,12.78
47446,0,12,2,A,20.0,2,22,11,25.0,22.5,25,,29,22.0,S,6,22.5,25.0,22.5
146289,0,06,1,N,25.0,1,23,6,25.0,25.0,15,45.0,23,23.0,U,4,25.0,25.0,25.0
125208,0,10,4,N,2.0,4,17,10,11.0,5.0,23,42.0,27,17.0,U,6,5.0,11.0,5.0
169992,1,40,5,S,3.0,23,17,30,14.0,12.8,74,68.0,130,17.0,T,4,8.57,14.0,8.57
136297,0,41,4,A,5.0,7,17,21,20.0,18.25,50,76.0,88,17.0,T,6,13.29,20.0,13.29
20421,0,35,0,A,5.0,12,18,29,25.0,0.0,75,73.0,104,,T,6,13.08,25.0,13.08
178970,0,13,2,A,5.0,17,21,31,15.0,15.0,73,85.0,126,21.0,S,6,11.12,15.0,11.12
121235,1,03,1,A,20.0,4,16,13,40.0,40.0,32,72.0,75,16.0,U,4,28.75,40.0,28.75
139904,0,49,1,A,10.0,2,26,8,15.0,15.0,21,,30,26.0,R,4,12.5,15.0,12.5
178230,0,26,7,A,5.0,8,16,16,8.0,6.57,37,64.0,44,16.0,C,6,6.38,8.0,6.38
59572,0,36,2,F,3.0,2,15,5,20.0,11.5,14,47.0,16,15.0,T,4,11.5,3.0,11.5
41376,0,16,4,A,10.0,4,17,11,15.0,12.25,28,56.0,32,17.0,S,6,12.25,14.0,12.25
108133,0,12,1,F,25.0,1,17,6,25.0,25.0,14,,17,17.0,S,5,25.0,25.0,25.0
74043,1,45,6,A,10.0,15,23,24,19.0,12.0,57,73.0,78,23.0,R,6,13.0,11.0,13.0
43762,0,26,4,A,5.0,7,16,16,24.0,14.0,47,82.0,65,16.0,C,6,10.86,12.0,10.86
158476,0,02,3,A,2.0,12,15,17,10.0,7.33,32,38.0,119,15.0,U,3,5.5,5.0,5.5
169023,0,16,2,A,5.0,3,19,15,50.0,37.5,34,65.0,42,19.0,S,6,26.67,50.0,26.67
49960,0,39,9,A,3.0,12,18,15,15.0,7.33,33,71.0,45,18.0,T,4,6.83,9.0,6.83
169626,0, .,1,F,20.0,1,16,6,20.0,20.0,14,33.0,16,16.0,?,5,20.0,20.0,20.0
125086,1,10,4,S,3.0,13,15,19,8.0,7.25,53,51.0,80,15.0,U,5,5.54,5.0,5.54
13277,0, .,3,A,5.0,7,4,16,20.0,13.33,56,,44,17.0,?,6,12.29,20.0,12.29
179262,1,12,5,A,4.0,25,16,33,10.0,6.8,77,50.0,127,16.0,S,5,6.0,10.0,6.0
51751,0,28,5,A,3.0,11,17,19,8.0,7.0,52,44.0,76,17.0,C,6,5.64,7.0,5.64
148092,0,13,3,A,15.0,6,26,15,20.0,17.33,35,84.0,42,29.0,S,5,17.33,20.0,17.33
87962,0,35,2,A,3.0,15,15,28,31.0,15.0,68,,105,16.0,T,6,16.33,10.0,16.33
125969,0,36,5,S,2.0,20,20,23,10.0,8.8,58,64.0,86,20.0,T,6,4.65,10.0,4.65
112288,1,51,4,S,5.0,6,18,15,20.0,17.0,32,67.0,39,20.0,R,6,13.17,6.0,13.17
130013,0,03,2,A,10.0,4,17,11,18.0,13.0,27,69.0,29,23.0,U,6,14.75,15.0,14.75
150098,0,27,3,A,5.0,4,20,15,20.0,16.67,38,,41,20.0,C,6,13.75,20.0,13.75
143954,0,01,1,F,30.0,1,16,6,30.0,30.0,13,42.0,16,16.0,U,5,30.0,30.0,30.0
67721,0,10,2,A,10.0,2,22,9,20.0,15.0,22,45.0,28,22.0,U,4,15.0,20.0,15.0
138528,1,17,1,A,5.0,5,21,20,26.0,26.0,49,73.0,105,21.0,S,6,18.4,26.0,18.4
59588,1,49,4,S,2.0,35,19,28,7.0,2.0,62,77.0,129,23.0,R,3,2.97,5.0,2.97
102101,0,10,2,N,5.0,3,16,8,12.0,11.0,19,61.0,20,16.0,U,6,9.0,12.0,9.0
56835,0,13,2,A,5.0,15,18,22,14.0,11.5,62,77.0,81,18.0,S,5,10.8,12.0,10.8
37460,0,18,7,A,5.0,7,16,11,11.0,9.14,27,,29,16.0,S,6,9.14,8.0,9.14
88055,0,13,1,A,5.0,12,26,28,25.0,15.0,71,,128,26.0,S,4,14.33,15.0,14.33
131488,0,15,1,F,15.0,1,17,5,15.0,15.0,13,57.0,17,17.0,S,4,15.0,15.0,15.0
104413,1,49,5,A,5.0,8,18,16,7.0,5.8,42,55.0,77,18.0,R,6,5.5,6.0,5.5
182895,1,27,4,S,2.0,17,18,29,12.0,6.75,63,74.0,120,18.0,C,6,4.94,12.0,4.94
187830,0,35,3,E,5.0,5,17,11,15.0,11.33,21,,61,17.0,T,2,9.2,15.0,9.2
50128,0,34,2,A,10.0,12,17,30,25.0,16.0,76,80.0,131,17.0,T,5,18.25,10.0,18.25
113677,0,36,2,A,5.0,24,20,30,20.0,14.0,77,,128,20.0,T,4,13.0,14.0,13.0
16175,1,50,1,N,25.0,1,24,5,25.0,25.0,14,69.0,24,24.0,R,2,25.0,25.0,25.0
23751,0,40,1,N,15.0,1,24,6,15.0,15.0,16,47.0,24,24.0,T,3,15.0,15.0,15.0
119693,0,40,3,A,5.0,5,22,15,17.0,13.0,36,29.0,45,22.0,T,6,11.0,17.0,11.0
104174,0,24,5,S,3.0,15,16,25,10.0,8.4,66,62.0,129,16.0,C,6,6.27,8.0,6.27
14388,1,16,8,S,3.0,30,20,29,11.0,4.75,83,35.0,143,20.0,S,5,6.27,4.0,6.27
123356,0,39,2,A,10.0,3,21,11,16.0,13.0,31,31.0,45,21.0,T,4,12.0,16.0,12.0
102395,0,21,3,A,15.0,8,15,22,17.0,16.33,57,79.0,68,15.0,S,6,15.75,16.0,15.75
32914,0,13,1,A,10.0,8,25,28,25.0,25.0,63,37.0,116,25.0,S,6,12.13,25.0,12.13
122701,0,43,3,A,5.0,9,17,21,16.0,14.0,54,67.0,74,17.0,R,6,9.89,14.0,9.89
130007,0,03,4,A,2.0,13,18,23,10.0,7.5,59,75.0,88,18.0,U,6,5.23,10.0,5.23
65653,0,15,4,S,8.0,21,23,19,25.0,10.5,47,86.0,89,23.0,S,4,11.81,12.0,11.81
37909,0,23,2,A,5.0,3,17,11,30.0,22.0,31,30.0,45,17.0,C,6,16.33,30.0,16.33
20119,0,40,2,A,10.0,2,17,9,15.0,12.5,22,49.0,28,17.0,T,4,12.5,15.0,12.5
25743,0,27,1,F,15.0,1,16,5,15.0,15.0,13,53.0,16,16.0,C,4,15.0,15.0,15.0
29514,0,49,10,S,2.0,21,19,19,11.0,9.3,48,53.0,52,19.0,R,6,7.24,10.0,7.24
151827,0,09,6,S,3.0,20,17,24,16.0,13.5,59,55.0,77,17.0,U,6,10.65,11.0,10.65
96951,0,24,2,A,5.0,10,18,20,15.0,12.0,60,,89,21.0,C,6,9.0,15.0,9.0
89334,0,27,1,F,15.0,1,21,5,15.0,15.0,13,51.0,21,21.0,C,3,15.0,15.0,15.0
113421,0,15,2,S,5.0,17,18,27,36.0,34.5,71,85.0,99,18.0,S,6,22.35,33.0,22.35
151020,0,18,8,S,6.0,10,16,13,15.0,11.13,33,29.0,32,16.0,S,6,10.5,12.0,10.5
181075,1,35,4,A,5.0,6,16,16,10.0,6.75,37,76.0,51,16.0,T,6,7.0,7.0,7.0
32103,0,49,7,S,5.0,9,16,15,40.0,18.57,39,,43,16.0,R,6,17.22,20.0,17.22
52960,0,36,2,A,5.0,12,18,23,15.0,12.5,60,,93,18.0,T,5,8.83,15.0,8.83
41089,1,28,3,S,3.0,24,19,24,11.0,9.67,64,75.0,110,19.0,C,4,7.08,11.0,7.08
168546,0,20,2,A,5.0,8,16,23,15.0,13.0,58,40.0,105,16.0,S,6,8.5,15.0,8.5
175803,0,11,3,A,3.0,12,24,26,25.0,12.0,69,54.0,97,24.0,S,5,11.83,11.0,11.83
131189,0,39,3,N,5.0,3,19,9,15.0,8.33,23,63.0,24,19.0,T,6,8.33,5.0,8.33
172523,1,35,6,A,3.0,7,16,13,5.0,4.33,32,70.0,41,16.0,T,5,4.14,4.0,4.14
180948,0,36,5,S,1.0,20,17,26,10.0,4.0,58,80.0,113,17.0,T,6,2.48,10.0,2.48
181874,0,18,2,A,10.0,5,19,15,15.0,15.0,37,,40,19.0,S,6,14.0,15.0,14.0
37785,0,10,4,S,1.5,21,21,34,11.0,9.5,69,77.0,107,21.0,U,6,4.79,11.0,4.79
125545,0,09,5,S,2.5,17,16,32,15.0,10.6,76,74.0,124,16.0,U,6,9.03,8.0,9.03
557,1,48,11,A,3.0,37,4,25,15.0,11.27,78,,77,11.0,R,8,8.86,11.0,8.86
133793,0,38,2,A,10.0,9,18,23,30.0,15.0,57,51.0,65,32.0,T,6,20.78,20.0,20.78
139827,0,43,4,N,5.0,4,19,10,10.0,6.25,25,,24,19.0,R,6,6.25,5.0,6.25
143080,0,07,3,S,3.0,13,17,20,25.0,16.33,52,66.0,62,17.0,U,6,12.0,25.0,12.0
186460,1,51,2,A,3.0,8,4,11,20.0,15.0,29,,45,21.0,R,4,10.38,15.0,10.38
136442,0,31,0,F,15.0,1,21,5,15.0,0.0,12,,21,,C,3,15.0,15.0,15.0
56407,1,51,3,A,5.0,17,15,31,20.0,19.33,72,70.0,121,15.0,R,6,10.65,20.0,10.65
176687,0,31,1,A,4.0,14,18,30,15.0,15.0,64,47.0,130,31.0,C,5,8.36,10.0,8.36
34739,0,28,1,A,5.0,12,23,24,15.0,12.0,54,24.0,110,23.0,C,5,10.75,12.0,10.75
80800,1,49,4,A,5.0,7,17,15,12.0,9.25,37,67.0,53,17.0,R,4,8.43,10.0,8.43
9427,0,41,1,A,5.0,19,4,27,20.0,20.0,108,61.0,92,16.0,T,9,11.53,10.0,11.53
140027,1,38,4,A,10.0,11,20,30,30.0,20.25,70,,110,20.0,T,6,17.09,15.0,17.09
168547,0,18,1,A,3.0,24,16,29,12.0,12.0,78,66.0,129,16.0,S,4,6.46,12.0,6.46
144543,0,09,4,S,3.0,11,15,20,7.0,6.5,53,59.0,93,15.0,U,5,5.64,7.0,5.64
181140,0,49,1,F,15.0,1,16,5,15.0,15.0,13,37.0,16,16.0,R,4,15.0,15.0,15.0
19233,0,39,5,S,5.0,10,18,23,20.0,14.0,58,32.0,77,18.0,T,6,12.3,20.0,12.3
52104,1,39,2,A,20.0,2,19,9,20.0,20.0,23,,30,19.0,T,3,20.0,20.0,20.0
166990,0,34,2,A,5.0,13,23,31,19.0,14.0,68,84.0,126,23.0,T,6,13.08,16.0,13.08
156961,0,12,5,A,10.0,12,18,15,40.0,28.2,38,80.0,72,18.0,S,4,21.0,40.0,21.0
132142,0,46,2,A,10.0,5,18,17,16.0,15.0,46,,67,18.0,R,6,13.2,16.0,13.2
19097,0,17,1,E,20.0,1,15,4,20.0,20.0,10,54.0,15,15.0,S,3,20.0,20.0,20.0
