CONTROL_NUMBER,DONATED,CLUSTER_CODE,LIFETIME_GIFT_AMOUNT,PCT_ATTRIBUTE4,FREQUENCY_STATUS_97NK,INCOME_GROUP,FILE_CARD_GIFT,MEDIAN_HOUSEHOLD_INCOME,RECENT_CARD_RESPONSE_PROP,MONTHS_SINCE_LAST_GIFT,WEALTH_RATING,PCT_OWNER_OCCUPIED,URBANICITY,RECENT_AVG_CARD_GIFT_AMT,RECENT_CARD_RESPONSE_COUNT,MONTHS_SINCE_FIRST_GIFT,LIFETIME_GIFT_RANGE,RECENCY_STATUS_96NK,MOR_HIT_RATE
141024,0,17,69.0,37,3,5.0,6,375,0.3,22,7.0,47,S,8.33,3,53,5.0,S,0
7719,0,46,316.0,55,2,3.0,12,662,0.0,18,4.0,90,R,0.0,0,127,10.0,S,6
81319,1,51,59.0,31,3,4.0,5,232,0.375,16,1.0,87,R,12.33,3,44,10.0,S,0
101856,0,28,31.0,58,3,2.0,3,265,0.333,24,,82,C,7.0,3,39,6.0,A,1
128173,0,24,249.0,22,2,,12,369,0.273,19,5.0,73,C,18.33,3,124,17.0,S,0
127740,0,49,127.0,45,2,7.0,8,185,0.0,18,3.0,78,R,0.0,0,79,7.0,S,0
27928,1,35,195.0,17,2,5.0,6,425,0.091,17,8.0,76,T,15.0,1,92,10.0,S,8
21390,0,41,159.0,13,4,2.0,7,70,0.3,17,4.0,31,T,14.33,3,67,15.0,S,2
108996,0,22,54.0,23,1,7.0,2,291,0.0,18,9.0,48,C,0.0,0,97,5.0,A,0
147484,1,13,110.0,43,2,4.0,2,984,0.0,18,9.0,94,S,0.0,0,82,5.0,A,2
73400,0,30,93.0,27,4,1.0,6,213,0.375,21,1.0,94,C,13.0,3,76,17.0,A,5
28382,0,23,126.0,52,4,6.0,17,389,0.6,16,,29,C,4.83,6,91,4.0,S,2
111037,0,50,82.0,28,3,,5,119,0.222,15,1.0,75,R,10.5,2,65,6.0,A,0
58835,0,44,87.0,16,2,5.0,10,371,0.286,17,4.0,79,R,10.0,2,126,8.0,A,0
114849,0,48,20.0,63,1,1.0,1,190,0.333,21,,79,R,20.0,1,21,0.0,N,0
22372,0,53,92.0,33,2,6.0,9,180,0.273,21,0.0,77,R,10.0,3,77,7.0,S,0
41796,0,23,61.0,36,3,1.0,11,485,0.556,16,9.0,87,C,5.4,5,113,5.0,S,1
69266,0,35,60.0,21,2,5.0,2,541,0.167,17,,95,T,25.0,1,81,20.0,A,23
190408,1,28,66.0,66,2,,6,255,0.5,19,3.0,90,C,10.0,2,110,9.0,E,0
41539,0,18,87.0,12,1,7.0,6,389,0.273,21,7.0,87,S,13.33,3,53,15.0,A,5
51202,0,42,31.0,23,1,5.0,2,390,0.286,24,,90,R,13.0,2,40,10.0,A,23
164242,0,03,181.0,26,1,3.0,3,426,0.0,18,7.0,60,U,0.0,0,76,35.0,A,1
176779,0,12,32.0,41,3,5.0,2,246,0.333,18,,35,S,8.5,2,31,5.0,A,9
132702,0,45,222.0,47,1,2.0,6,220,0.0,18,1.0,64,R,0.0,0,125,20.0,A,0
50081,0,38,20.0,26,1,4.0,1,285,0.5,16,,48,T,20.0,1,16,0.0,F,1
66757,1, .,159.0,0,4,,20,315,0.636,17,4.0,85,?,3.86,7,98,2.0,S,0
42234,0,36,156.0,43,2,,11,282,0.273,22,4.0,76,T,10.0,3,124,8.0,A,0
92052,1,30,111.0,10,1,2.0,13,313,0.125,18,4.0,64,C,5.0,1,124,5.0,A,0
163289,0,02,66.0,69,1,7.0,5,444,0.0,17,8.0,77,U,0.0,0,125,15.0,A,11
7931,0,40,184.0,23,4,4.0,2,468,0.286,15,,83,T,10.0,2,29,34.0,A,6
184591,0,25,216.0,0,1,6.0,8,439,0.111,20,4.0,49,C,25.0,1,128,16.0,A,20
146395,0,05,45.0,37,1,6.0,3,501,0.333,21,,89,U,15.0,3,33,10.0,A,3
15416,1,25,20.0,42,1,5.0,1,428,0.25,24,,94,C,20.0,1,24,0.0,N,3
108178,0,40,60.0,25,3,4.0,3,468,0.375,19,,90,T,13.33,3,35,10.0,A,1
3237,0,37,115.0,62,3,2.0,6,175,0.222,10,7.0,22,T,10.0,2,69,12.0,A,1
126945,1,35,115.0,24,2,4.0,3,319,0.1,17,1.0,81,T,20.0,1,85,20.0,A,4
61901,0,44,150.0,30,2,1.0,5,384,0.0,18,7.0,95,R,0.0,0,113,15.0,A,4
160471,0,42,93.0,22,3,1.0,3,316,0.111,17,4.0,68,R,15.0,1,84,17.0,A,0
114256,0,36,161.0,43,2,1.0,8,224,0.182,16,4.0,77,T,14.0,2,103,15.0,S,0
74277,0,51,37.0,41,4,7.0,3,211,0.5,16,,86,R,8.0,3,30,5.0,A,0
43001,1,28,15.0,77,1,,0,267,0.0,15,,62,C,0.0,0,15,0.0,E,0
139697,0,13,20.0,54,1,,1,338,0.5,17,,50,S,20.0,1,17,0.0,F,0
59626,0,41,121.0,12,1,3.0,9,261,0.273,16,5.0,68,T,17.33,3,113,17.0,A,2
85890,1,53,245.0,32,4,2.0,11,214,0.571,15,4.0,79,R,16.25,4,127,10.0,S,3
116253,0,14,115.0,36,1,4.0,6,630,0.2,22,9.0,89,S,25.0,2,89,22.0,A,18
51011,0,35,43.0,12,4,6.0,8,560,0.5,16,9.0,95,T,4.2,5,53,5.0,S,0
12370,1,24,450.0,18,1,7.0,0,489,0.0,23,,75,C,0.0,0,23,0.0,N,0
85039,0,46,70.5,40,4,,20,243,0.444,15,5.0,59,R,2.25,4,123,4.0,S,0
32079,0,38,15.0,48,1,4.0,1,249,0.25,24,,73,T,15.0,1,24,0.0,N,0
56139,0,50,25.0,46,1,2.0,1,152,0.333,21,,80,R,25.0,1,21,0.0,F,0
65662,0,10,125.0,36,4,4.0,3,295,0.333,18,,82,U,18.33,3,33,10.0,A,0
184373,0,27,100.0,23,1,3.0,5,243,0.0,19,6.0,73,C,0.0,0,129,10.0,A,0
103382,0,40,42.0,46,3,7.0,3,303,0.429,19,,80,T,10.0,3,30,2.0,A,2
31959,1,34,25.0,42,1,6.0,0,572,0.0,19,,65,T,0.0,0,19,0.0,F,9
98002,0,28,46.0,47,1,4.0,1,244,0.0,25,,87,C,0.0,0,65,12.0,A,2
14383,0,34,362.0,34,2,6.0,5,485,0.182,18,6.0,67,T,15.5,2,143,17.0,A,27
181891,1,39,147.0,38,2,2.0,5,263,0.2,20,2.0,71,T,16.0,2,74,20.0,S,1
163606,0,01,25.0,65,1,5.0,1,323,0.25,24,,0,U,25.0,1,24,0.0,N,3
41103,0,44,35.0,22,4,3.0,1,348,0.167,17,,95,R,5.0,1,27,5.0,A,10
151827,0,09,213.0,19,4,4.0,10,215,0.273,17,0.0,13,U,14.67,3,77,13.0,S,2
9202,1,20,55.0,61,3,,2,430,0.167,16,,64,S,10.0,1,56,5.0,E,0
29342,1, .,51.0,0,3,,3,278,0.2,15,,85,?,7.5,2,40,5.0,A,0
25110,0,40,182.0,26,1,5.0,9,335,0.0,18,9.0,75,T,0.0,0,127,28.0,A,0
29258,0,35,65.0,24,1,7.0,3,240,0.0,19,5.0,48,T,0.0,0,52,10.0,A,0
121874,0,04,105.0,12,2,,2,662,0.091,16,8.0,81,U,21.0,1,56,6.0,A,0
29925,0,24,255.0,27,4,7.0,13,719,0.545,17,9.0,74,C,10.0,6,65,5.0,S,0
130920,0,27,40.0,7,2,3.0,2,379,0.4,17,,75,C,20.0,2,24,0.0,N,1
152565,0,21,77.0,60,1,,6,259,0.111,24,,92,S,16.0,1,77,11.0,A,0
12134,0,38,141.0,43,1,5.0,7,262,0.111,21,3.0,48,T,25.0,1,81,20.0,A,2
177657,0,41,187.0,29,1,5.0,4,222,0.0,26,1.0,69,T,0.0,0,84,23.0,L,0
167763,1,13,107.0,39,2,6.0,8,792,0.2,16,9.0,94,S,13.5,2,89,9.0,A,3
32007,0,23,70.0,57,2,,7,358,0.222,20,,81,C,10.5,2,86,10.0,S,0
143324,0,09,82.0,39,4,1.0,8,219,0.545,18,1.0,44,U,6.33,6,45,7.0,S,0
109885,0,18,110.0,14,2,,7,289,0.111,19,6.0,59,S,10.0,1,105,8.0,S,0
185774,1, .,681.0,0,4,2.0,10,278,0.182,5,7.0,13,?,19.0,2,187,25.0,A,12
77058,0,43,78.0,19,3,,7,269,0.3,22,5.0,69,R,8.0,3,56,6.0,S,0
190295,0,44,52.0,39,1,,2,360,0.0,18,9.0,58,R,0.0,0,81,6.0,E,0
70566,0,51,25.0,29,1,1.0,0,363,0.0,16,,93,R,0.0,0,16,0.0,F,0
75824,0,31,221.0,44,1,1.0,17,67,0.375,20,0.0,24,C,8.33,3,126,9.0,A,0
111065,0,41,87.0,57,1,1.0,5,213,0.182,23,1.0,72,T,15.5,2,88,11.0,A,0
43748,0,28,205.0,13,1,,2,328,0.0,25,,73,C,0.0,0,110,30.0,E,0
125576,0,15,77.0,28,2,5.0,5,252,0.222,18,9.0,46,S,15.0,2,76,14.0,S,0
31752,0,34,535.0,17,1,5.0,19,410,0.2,21,8.0,68,T,23.0,2,125,22.0,A,3
51416,0,51,20.0,38,1,2.0,1,158,0.333,21,,78,R,20.0,1,21,0.0,F,0
174211,0,13,135.0,38,1,1.0,1,585,0.091,25,8.0,82,S,30.0,1,56,25.0,A,7
67954,1,10,65.0,12,1,4.0,2,159,0.222,17,,10,U,20.0,2,33,15.0,A,2
164139,0,27,310.0,21,4,5.0,16,573,0.455,17,8.0,87,C,9.4,5,116,12.0,S,3
162140,0,02,94.0,66,1,6.0,5,613,0.091,16,8.0,93,U,15.0,1,90,10.0,A,1
160598,0,27,37.0,21,4,2.0,5,271,0.556,18,,47,C,5.4,5,33,2.0,S,0
106854,1,34,91.0,4,4,,5,505,0.182,19,8.0,94,T,8.0,2,53,7.0,S,0
81985,1,43,83.0,35,3,,6,274,0.364,20,4.0,76,R,9.75,4,52,8.0,S,0
3522,0,20,25.0,36,1,,1,331,0.5,11,,55,S,15.0,1,17,15.0,F,0
153273,0,25,26.0,43,2,3.0,2,325,0.667,16,,78,C,13.0,2,20,6.0,N,0
47545,0,27,35.0,37,1,5.0,1,276,0.125,18,,63,C,10.0,1,35,5.0,A,11
98335,1,27,144.0,23,1,5.0,9,310,0.222,21,3.0,86,C,20.0,2,105,16.0,A,0
39657,0,16,50.0,39,1,4.0,2,235,0.0,25,5.0,73,S,0.0,0,53,5.0,A,1
104543,0,44,72.0,30,2,,7,260,0.111,17,6.0,78,R,11.0,1,68,11.0,S,0
161781,0,13,114.0,45,1,6.0,3,572,0.0,19,8.0,86,S,0.0,0,105,13.0,A,0
152741,0,18,97.0,11,1,5.0,4,378,0.0,15,4.0,83,S,0.0,0,100,20.0,E,0
42753,0,29,84.0,79,3,5.0,4,311,0.333,20,,80,C,12.33,3,33,5.0,S,9
66308,0,08,100.0,36,1,,14,259,0.0,20,,67,U,0.0,0,128,9.0,A,0
130493,0,15,533.0,19,1,,9,285,0.182,20,6.0,49,S,40.0,2,80,44.0,A,0
160284,0,28,51.0,43,1,5.0,3,271,0.0,20,,60,C,0.0,0,67,10.0,A,0
111212,0,50,144.0,46,1,7.0,1,199,0.0,23,1.0,83,R,0.0,0,76,27.0,A,0
77051,0,27,26.0,16,1,5.0,2,263,0.333,23,,70,C,13.0,2,29,6.0,A,17
102819,0,43,50.0,37,4,4.0,4,221,0.333,15,,79,R,6.67,3,57,6.0,A,0
116985,0,07,40.0,16,1,6.0,2,224,0.125,16,2.0,40,U,15.0,1,57,10.0,A,7
149078,0,24,265.0,22,1,6.0,17,799,0.2,17,9.0,96,C,12.5,2,130,15.0,A,6
133262,0,49,92.0,29,1,,12,246,0.0,19,5.0,63,R,0.0,0,126,7.0,A,0
118190,0,23,20.0,90,1,7.0,1,708,0.167,27,,92,C,20.0,1,27,0.0,N,1
180617,1,25,224.5,31,3,,16,225,0.273,15,8.0,46,C,15.0,3,124,17.5,S,0
36085,0,25,25.0,51,1,1.0,1,220,0.167,25,,16,C,5.0,1,30,15.0,A,1
147047,0,08,132.0,0,4,,15,415,0.7,20,0.0,43,U,6.29,7,85,4.0,S,0
162785,0,19,37.0,27,1,5.0,1,404,0.0,19,,66,S,0.0,0,41,5.0,A,0
151498,0,38,131.0,27,2,2.0,7,288,0.2,19,6.0,25,T,25.0,1,126,24.0,S,3
21244,1,42,134.0,37,2,,7,232,0.182,19,8.0,74,R,12.0,2,85,10.0,S,0
189906,0,06,471.0,35,1,4.0,12,371,0.0,18,4.0,83,U,0.0,0,129,31.0,A,6
137912,0,43,25.0,24,1,5.0,1,255,0.333,19,,79,R,25.0,1,19,0.0,F,0
67628,0,08,15.0,37,1,6.0,1,288,0.5,16,,88,U,15.0,1,16,0.0,F,0
161147,0,52,124.0,41,2,,7,293,0.111,18,1.0,60,R,12.0,1,113,15.0,S,0
113,0,53,516.0,43,1,,6,163,0.182,20,,79,R,80.0,2,105,80.0,A,0
172814,0,31,26.0,21,1,,1,422,0.167,24,,87,C,5.0,1,29,10.0,A,0
75687,0,31,297.0,0,3,1.0,21,76,0.455,21,0.0,19,C,11.4,5,113,10.0,S,0
123651,0,22,81.0,34,2,7.0,5,457,0.3,18,8.0,63,C,14.33,3,53,13.0,A,18
168325,0,03,51.0,15,1,,7,547,0.25,21,8.0,83,U,20.0,1,130,17.0,A,0
52021,0,43,135.0,34,2,,12,217,0.375,17,1.0,82,R,6.67,3,105,7.0,S,0
9053,1,13,588.0,69,1,,14,446,0.1,20,7.0,88,S,20.0,1,133,15.0,A,0
23634,0,50,81.0,44,3,3.0,7,152,0.286,15,,70,R,9.0,2,123,12.0,A,7
75593,0,36,82.0,18,1,1.0,16,279,0.286,21,2.0,84,T,10.0,2,122,9.0,A,13
118257,0,24,81.0,99,2,1.0,8,160,0.3,21,9.0,36,C,12.0,3,125,14.0,A,0
99741,0,40,60.0,15,1,,5,362,0.0,15,7.0,84,T,0.0,0,81,11.0,A,0
146814,1,19,152.0,26,1,6.0,2,485,0.0,15,7.0,76,S,0.0,0,81,20.0,L,0
138546,0,39,108.0,48,4,3.0,5,214,0.273,18,5.0,77,T,9.33,3,52,7.0,S,2
188333,0,50,144.0,32,1,,4,177,0.0,6,2.0,77,R,0.0,0,85,20.0,A,0
72204,0,27,55.0,37,2,,2,331,0.0,18,7.0,77,C,0.0,0,64,15.0,A,0
4352,0,49,175.0,38,1,1.0,8,296,0.143,24,2.0,81,R,23.0,1,124,20.0,A,22
118099,0,45,61.0,38,3,1.0,4,197,0.333,22,,76,R,11.33,3,41,9.0,A,0
46709,0,21,25.0,99,1,,0,277,0.0,19,,38,S,0.0,0,19,0.0,F,0
56743,0,12,133.0,51,1,4.0,8,364,0.0,16,9.0,80,S,0.0,0,128,15.0,A,0
120975,0,31,25.0,25,3,4.0,0,160,0.0,15,,22,C,0.0,0,20,5.0,N,3
68344,0,10,169.0,0,1,1.0,6,200,0.273,24,2.0,56,U,15.0,3,56,10.0,A,6
162535,0,15,70.0,30,1,6.0,1,750,0.0,19,7.0,96,S,0.0,0,57,5.0,A,6
100325,0,11,34.0,25,3,4.0,2,416,0.4,17,,82,S,11.0,2,24,2.0,N,9
155468,0,27,124.0,22,2,2.0,8,528,0.273,18,3.0,88,C,15.0,3,105,12.0,S,0
82206,0, .,27.0,0,3,4.0,2,322,0.4,18,,91,?,10.0,2,24,10.0,N,0
50905,1,20,52.0,34,3,5.0,5,331,0.375,16,8.0,59,S,10.0,3,52,5.0,A,0
83036,0,18,75.0,10,1,4.0,1,434,0.125,23,,72,S,50.0,1,35,25.0,A,0
182639,0,48,45.0,48,3,,1,207,0.2,18,,72,R,15.0,1,24,10.0,N,0
161735,0,19,20.0,29,1,,1,353,0.5,17,,59,S,20.0,1,17,0.0,F,0
46274,0,26,240.0,39,1,2.0,5,280,0.0,19,6.0,55,C,0.0,0,99,20.0,A,0
107894,0,05,63.0,59,2,,7,306,0.333,18,7.0,84,U,6.67,3,111,7.0,A,0
153781,0,24,50.0,10,1,,2,811,0.333,13,,92,C,12.5,2,29,15.0,A,0
115161,0,41,15.0,38,1,1.0,1,103,0.333,20,,34,T,15.0,1,20,0.0,F,0
2252,0,15,73.0,22,3,,8,366,0.75,13,,37,S,8.67,6,41,12.0,S,0
132648,0,40,105.0,29,1,4.0,4,451,0.091,19,9.0,83,T,12.0,1,69,15.0,A,0
139314,0,21,70.0,13,3,2.0,10,284,0.2,19,,85,S,5.0,1,126,7.0,S,12
125934,0,52,32.0,31,3,5.0,2,197,0.4,16,,82,R,11.0,2,24,2.0,N,2
63257,0,30,40.0,24,2,,3,219,0.375,17,,80,C,12.0,3,29,11.0,A,0
63195,0,43,18.0,32,1,4.0,1,257,0.167,26,,76,R,3.0,1,30,12.0,A,0
72876,0,40,200.0,24,1,7.0,8,443,0.111,24,7.0,93,T,20.0,1,87,15.0,A,2
38759,0,09,59.0,24,1,,4,249,0.111,20,1.0,21,U,20.0,1,113,17.0,A,0
150098,0,27,55.0,30,1,,4,570,0.3,20,,89,C,16.67,3,41,15.0,A,0
171354,0,40,85.0,41,1,5.0,4,390,0.0,18,5.0,80,T,0.0,0,91,8.0,A,0
142089,0,31,30.0,47,1,4.0,3,205,0.286,20,0.0,38,C,12.5,2,44,10.0,A,0
60410,0,39,103.0,19,4,1.0,4,305,0.182,19,8.0,94,T,11.0,2,44,9.0,A,0
82858,0,14,20.0,48,1,4.0,1,507,0.333,21,,91,S,20.0,1,21,0.0,F,0
161115,1,29,138.0,67,1,2.0,10,180,0.1,15,1.0,87,C,14.0,1,125,9.0,A,0
76855,0,43,108.0,33,2,,6,302,0.1,16,6.0,88,R,15.0,1,113,10.0,A,0
40691,0,25,132.0,27,1,5.0,11,296,0.25,15,7.0,31,C,12.5,2,92,9.0,E,0
104605,0,16,89.0,30,3,,1,289,0.111,20,0.0,86,S,15.0,1,51,5.0,S,0
28154,0,15,74.0,49,1,7.0,4,333,0.2,17,9.0,43,S,18.0,1,123,8.0,A,24
134487,0,04,35.0,30,1,6.0,1,305,0.0,25,5.0,41,U,0.0,0,53,15.0,A,1
30169,0,34,179.0,17,1,4.0,15,445,0.4,23,7.0,80,T,12.5,4,115,9.0,A,1
178275,1,12,96.0,31,4,4.0,9,506,0.5,17,9.0,85,S,5.8,5,73,2.0,S,0
105888,0, .,20.0,0,1,4.0,0,270,0.0,18,,71,?,0.0,0,30,10.0,A,0
189715,1,01,65.0,28,2,,4,504,0.667,17,,38,U,17.5,2,41,5.0,E,0
75416,0,37,85.0,50,2,2.0,8,219,0.2,16,,61,T,9.0,2,122,7.0,A,4
65454,0,26,143.0,38,1,5.0,12,366,0.111,20,7.0,72,C,15.0,1,123,12.0,A,18
83959,1,11,242.0,22,3,,8,545,0.0,18,9.0,71,S,0.0,0,124,10.0,S,0
142866,0,03,41.0,54,4,7.0,4,624,0.375,17,9.0,55,U,7.67,3,44,7.0,S,0
176153,0,18,15.0,43,1,2.0,1,360,0.5,16,,79,S,15.0,1,16,0.0,F,0
68148,1,10,56.0,11,4,5.0,3,189,0.222,18,,60,U,10.5,2,41,6.0,A,0
7280,0,13,119.0,35,1,7.0,8,418,0.125,15,8.0,82,S,10.0,1,90,12.0,E,33
80883,0,49,284.0,31,1,3.0,11,179,0.182,22,1.0,85,R,26.0,2,124,21.0,A,0
174609,1,39,98.0,17,3,,5,259,0.182,18,,82,T,9.0,2,80,5.0,S,0
3311,0,53,178.0,32,1,5.0,14,200,0.25,4,3.0,71,R,10.0,2,124,9.0,A,3
99612,0,18,15.0,28,1,,0,141,0.0,16,,51,S,0.0,0,16,0.0,F,0
154198,0,40,32.0,28,2,,2,546,0.333,19,,74,T,6.0,2,29,17.0,A,0
112632,1, .,91.0,0,4,7.0,9,669,0.4,22,,92,?,8.0,2,102,12.0,S,4
128796,0,12,15.0,11,1,,0,351,0.0,20,,68,S,0.0,0,20,0.0,F,0
157807,1,14,82.0,23,2,6.0,3,581,0.111,17,8.0,88,S,15.0,1,88,10.0,A,13
74958,0,53,90.0,42,2,2.0,5,164,0.0,15,3.0,70,R,0.0,0,126,9.0,A,4
74990,0,36,118.0,43,1,4.0,4,281,0.111,18,7.0,70,T,10.0,1,88,15.0,A,0
18257,1,38,36.0,48,4,3.0,6,273,0.5,15,,63,T,4.75,4,44,9.0,A,0
3451,0,03,105.0,74,1,,2,381,0.0,4,5.0,45,U,0.0,0,66,18.0,A,0
135564,0,31,35.0,0,1,2.0,2,270,0.125,17,,45,C,20.0,1,40,15.0,A,0
181697,0,27,40.0,18,1,2.0,2,414,0.143,18,,67,C,20.0,1,39,0.0,A,3
126809,0,49,86.0,9,4,2.0,1,266,0.125,15,,84,R,25.0,1,31,19.0,A,0
62718,0,45,67.0,40,3,2.0,8,257,0.5,21,3.0,77,R,7.4,5,53,8.0,A,1
65668,1,53,42.0,43,3,,3,180,0.222,15,,87,R,9.5,2,44,12.0,A,0
171367,0,46,110.0,19,1,5.0,8,352,0.0,17,3.0,81,R,0.0,0,119,9.0,A,3
104133,0,49,162.0,27,1,2.0,10,288,0.0,20,3.0,90,R,0.0,0,116,14.0,A,0
10366,0,35,168.0,35,2,5.0,4,500,0.2,20,8.0,73,T,12.0,2,69,9.0,S,8
135413,0,18,30.0,28,2,6.0,2,370,0.4,17,,89,S,15.0,2,24,0.0,N,0
109536,1,39,175.0,41,3,6.0,13,294,0.25,17,6.0,86,T,6.0,1,130,10.0,S,1
62745,0,45,15.0,60,1,,1,223,0.333,23,,70,R,15.0,1,23,0.0,N,0
139224,1,52,1174.0,31,4,5.0,24,144,0.727,17,0.0,78,R,25.0,8,92,45.0,S,0
10067,0,40,82.0,26,3,5.0,6,356,0.222,5,,73,T,12.0,2,69,13.0,A,1
175253,0,49,421.0,30,1,,11,307,0.0,24,7.0,81,R,0.0,0,113,20.0,A,0
128565,0,49,243.0,33,3,5.0,2,229,0.0,15,4.0,83,R,0.0,0,68,32.0,A,0
76321,0,51,92.0,28,2,1.0,6,215,0.111,15,1.0,78,R,20.0,1,128,17.0,A,0
97736,1,28,32.0,64,1,5.0,1,273,0.0,20,3.0,69,C,0.0,0,65,10.0,A,1
190518,0,36,82.0,11,1,2.0,4,250,0.111,21,0.0,76,T,15.0,1,107,10.0,A,2
77476,0,30,172.0,42,1,4.0,8,227,0.111,21,1.0,48,C,20.0,1,112,15.0,A,1
142740,0,07,26.0,14,1,5.0,1,364,0.143,26,,38,U,10.0,1,33,6.0,A,0
152572,0,25,98.0,14,1,,5,438,0.125,26,1.0,60,C,10.0,1,89,6.0,A,0
51846,1,51,240.0,33,1,,10,177,0.091,19,3.0,82,R,20.0,1,130,10.0,A,0
89765,0,20,88.0,35,3,2.0,4,374,0.375,21,3.0,72,S,14.33,3,75,13.0,A,0
187612,1,15,134.0,29,4,,8,305,0.75,18,,34,S,14.67,3,39,6.0,E,0
130636,0,12,253.0,15,2,5.0,3,490,0.111,18,9.0,96,S,20.0,1,56,47.0,A,1
48527,1,50,53.0,40,4,,10,407,0.429,16,,95,R,6.67,3,90,9.0,S,0
109436,0,40,25.0,39,1,4.0,2,321,0.286,16,,85,T,12.5,2,32,5.0,A,14
190799,1,40,52.0,17,3,2.0,9,439,0.25,17,6.0,92,T,4.0,2,67,3.0,S,5
90572,0,24,81.0,27,3,4.0,5,550,0.3,18,9.0,93,C,7.33,3,123,5.0,A,2
69090,0,14,98.0,23,4,7.0,5,732,0.25,18,,98,S,6.0,2,74,6.0,S,14
96487,0,21,82.0,33,2,2.0,6,269,0.0,19,,78,S,0.0,0,92,7.0,S,3
123325,0,21,204.0,27,1,2.0,8,250,0.4,26,3.0,72,S,12.25,4,65,15.0,A,10
2431,0,53,165.0,37,2,7.0,8,170,0.2,8,0.0,77,R,7.5,2,89,19.0,A,0
114032,0,45,50.0,56,1,3.0,1,200,0.143,20,,80,R,20.0,1,29,10.0,A,0
80301,0,46,120.0,30,1,1.0,5,234,0.2,16,3.0,68,R,17.5,2,113,15.0,A,3
21587,1,36,68.0,30,4,2.0,7,0,0.4,17,,0,T,6.25,4,79,9.0,S,42
98973,0,53,147.0,38,1,1.0,8,223,0.0,25,1.0,80,R,0.0,0,130,13.0,A,0
37304,1,12,107.0,11,1,5.0,9,244,0.3,18,8.0,83,S,10.67,3,105,9.0,A,0
185309,1,27,156.0,21,4,,15,434,0.545,6,7.0,93,C,5.5,6,122,20.0,S,0
29509,0,51,24.0,31,3,,3,218,0.6,17,,75,R,8.0,3,24,5.0,N,0
145521,1,02,396.0,10,2,,19,595,0.273,19,7.0,77,U,16.0,3,127,15.0,S,0
21838,0,45,44.0,41,4,,2,196,0.2,18,,73,R,10.0,1,31,8.0,A,0
55038,0,47,140.0,34,4,5.0,7,179,0.333,15,5.0,66,R,11.33,3,111,12.0,A,0
101420,0,45,48.0,34,1,,1,177,0.0,18,3.0,78,R,0.0,0,52,12.0,A,0
141554,0,02,52.0,49,1,5.0,2,449,0.125,18,8.0,83,U,14.0,1,52,6.0,A,0
150660,1,02,347.0,48,4,1.0,15,327,0.364,20,9.0,63,U,13.25,4,128,13.0,S,0
92332,0,24,224.0,38,3,6.0,23,591,0.545,16,9.0,65,C,12.0,6,130,8.0,S,0
87767,0,03,66.0,50,4,2.0,7,406,0.6,15,,77,U,5.33,6,45,3.0,A,1
88145,0,20,80.0,44,2,4.0,4,317,0.111,22,6.0,53,S,15.0,1,86,10.0,A,0
112023,0,45,105.0,42,1,,5,156,0.125,19,,77,R,20.0,1,126,15.0,A,0
43321,1,23,25.0,70,1,,1,352,0.333,21,,75,C,25.0,1,21,0.0,N,0
17578,0,35,40.0,12,3,5.0,4,405,0.5,20,,50,T,10.0,4,33,0.0,A,2
18200,0,47,42.0,33,2,7.0,1,259,0.167,19,,55,R,5.0,1,34,20.0,A,0
84332,0,38,86.0,55,1,3.0,9,364,0.0,27,1.0,97,T,0.0,0,124,10.0,A,1
174576,1,20,123.0,25,1,4.0,3,335,0.111,24,8.0,60,S,36.0,1,52,11.0,A,0
70862,0,49,100.0,28,4,5.0,7,285,0.111,18,,80,R,8.0,1,104,5.0,S,0
86551,0,45,76.0,44,3,1.0,9,215,0.25,16,6.0,75,R,6.0,2,91,7.0,S,13
34617,0,20,102.0,43,3,1.0,5,255,0.222,17,3.0,67,S,10.0,2,90,2.0,A,9
71388,0,43,413.0,37,2,3.0,21,265,0.222,16,1.0,85,R,15.5,2,130,11.0,S,32
108197,0,18,37.0,15,4,3.0,3,270,0.3,15,,85,S,5.0,3,36,2.0,A,0
88233,0,12,158.0,41,1,5.0,16,360,0.143,15,8.0,48,S,10.0,1,125,10.0,E,0
132822,0,41,120.28,25,1,,5,266,0.182,21,9.0,75,T,12.0,2,68,28.28,A,0
167794,0,44,15.0,37,1,,0,378,0.0,15,,69,R,0.0,0,15,0.0,F,0
63436,1,36,35.0,36,1,,2,224,0.2,22,2.0,71,T,15.0,1,52,10.0,A,0
160334,1,24,147.0,33,4,2.0,9,455,0.2,15,6.0,72,C,12.0,1,127,7.0,S,3
190859,1,31,305.0,17,2,5.0,17,379,0.727,4,,66,C,9.38,8,125,6.0,S,0
12819,1,13,121.0,42,1,,7,410,0.2,10,9.0,76,S,20.5,2,105,18.0,A,0
177745,0,42,20.0,30,1,,0,319,0.0,16,,83,R,0.0,0,16,0.0,F,0
137148,0,53,133.0,51,4,2.0,8,160,0.25,18,,88,R,8.0,2,81,7.0,S,0
6123,0,35,261.9,22,3,2.0,13,474,0.273,17,7.0,92,T,17.33,3,129,13.0,S,4
146900,0,01,36.0,20,4,,2,611,0.4,15,,86,U,8.5,2,28,11.0,A,0
7691,0,04,70.0,42,1,5.0,1,229,0.143,18,,19,U,10.0,1,29,40.0,A,2
143535,1,08,30.0,43,2,4.0,1,309,0.143,17,,64,U,5.0,1,30,10.0,A,25
